     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5282029963E-02    0.5564820106E-03    0.6847042352E-02
    0.3000000000E+01    0.1557855149E-01    0.1641285254E-02    0.2013943746E-01
    0.5000000000E+01    0.2553316156E-01    0.2690098833E-02    0.3292192759E-01
    0.7000000000E+01    0.3516261227E-01    0.3704685539E-02    0.4522330031E-01
    0.9000000000E+01    0.4448257893E-01    0.4686694872E-02    0.5707021622E-01
    0.1100000000E+02    0.5350774520E-01    0.5637672002E-02    0.6848740183E-01
    0.1300000000E+02    0.6225188032E-01    0.6559065887E-02    0.7949782182E-01
    0.1500000000E+02    0.7072790921E-01    0.7452236647E-02    0.9012283323E-01
    0.1700000000E+02    0.7894797614E-01    0.8318462271E-02    0.1003823237E+00
    0.1900000000E+02    0.8692350287E-01    0.9158944724E-02    0.1102948357E+00
    0.2100000000E+02    0.9466524154E-01    0.9974815518E-02    0.1198776783E+00
    0.2300000000E+02    0.1021833231E+00    0.1076714080E-01    0.1291470283E+00
    0.2500000000E+02    0.1094873014E+00    0.1153692600E-01    0.1381180210E+00
    0.2700000000E+02    0.1165861938E+00    0.1228512011E-01    0.1468048330E+00
    0.2900000000E+02    0.1234885184E+00    0.1301261956E-01    0.1552207565E+00
    0.3100000000E+02    0.1302023280E+00    0.1372027184E-01    0.1633782676E+00
    0.3300000000E+02    0.1367352413E+00    0.1440887877E-01    0.1712890880E+00
    0.3500000000E+02    0.1430944721E+00    0.1507919955E-01    0.1789642409E+00
    0.3700000000E+02    0.1492868555E+00    0.1573195354E-01    0.1864141023E+00
    0.3900000000E+02    0.1553188728E+00    0.1636782287E-01    0.1936484481E+00
    0.4100000000E+02    0.1611966738E+00    0.1698745478E-01    0.2006764965E+00
    0.4300000000E+02    0.1669260978E+00    0.1759146385E-01    0.2075069474E+00
    0.4500000000E+02    0.1725126929E+00    0.1818043402E-01    0.2141480185E+00
    0.4700000000E+02    0.1779617342E+00    0.1875492049E-01    0.2206074777E+00
    0.4900000000E+02    0.1832782400E+00    0.1931545144E-01    0.2268926742E+00
    0.1000000000E+02    0.4903113095E-01    0.5165969738E-02    0.6283105062E-01
    0.3000000000E+02    0.1268685016E+00    0.1336887545E-01    0.1593310640E+00
    0.5000000000E+02    0.1858882940E+00    0.1959064167E-01    0.2299721127E+00
    0.7000000000E+02    0.2321783710E+00    0.2447199499E-01    0.2839199756E+00
    0.9000000000E+02    0.2694561685E+00    0.2840422422E-01    0.3264663992E+00
    0.1100000000E+03    0.3001200657E+00    0.3163980392E-01    0.3608802511E+00
    0.1300000000E+03    0.3257867653E+00    0.3434894044E-01    0.3892898078E+00
    0.1500000000E+03    0.3475857542E+00    0.3665055859E-01    0.4131403161E+00
    0.1700000000E+03    0.3663299811E+00    0.3863026354E-01    0.4334476467E+00
    0.1900000000E+03    0.3826194827E+00    0.4035124703E-01    0.4509467262E+00
    0.2100000000E+03    0.3969068030E+00    0.4186117289E-01    0.4661823766E+00
    0.2300000000E+03    0.4095396876E+00    0.4319667097E-01    0.4795670495E+00
    0.2500000000E+03    0.4207897597E+00    0.4438635574E-01    0.4914187249E+00
    0.2700000000E+03    0.4308722684E+00    0.4545290526E-01    0.5019864945E+00
    0.2900000000E+03    0.4399599926E+00    0.4641452496E-01    0.5114682581E+00
    0.3100000000E+03    0.4481932230E+00    0.4728599857E-01    0.5200232318E+00
    0.3300000000E+03    0.4556870556E+00    0.4807945609E-01    0.5277809595E+00
    0.3500000000E+03    0.4625368042E+00    0.4880494375E-01    0.5348479174E+00
    0.3700000000E+03    0.4688220758E+00    0.4947085308E-01    0.5413124296E+00
    0.3900000000E+03    0.4746098776E+00    0.5008424822E-01    0.5472483781E+00
    0.4100000000E+03    0.4799570151E+00    0.5065111843E-01    0.5527180389E+00
    0.4300000000E+03    0.4849119624E+00    0.5117657507E-01    0.5577742747E+00
    0.4500000000E+03    0.4895163353E+00    0.5166500680E-01    0.5624622486E+00
    0.4700000000E+03    0.4938060633E+00    0.5212020302E-01    0.5668207767E+00
    0.4900000000E+03    0.4978123283E+00    0.5254545273E-01    0.5708834054E+00
    0.1000000000E+03    0.2854997416E+00    0.3009697658E-01    0.3445368541E+00
    0.3000000000E+03    0.4441757066E+00    0.4686071718E-01    0.5158528888E+00
    0.5000000000E+03    0.4997177982E+00    0.5274775864E-01    0.5728130161E+00
    0.7000000000E+03    0.5280109779E+00    0.5575615937E-01    0.6012642450E+00
    0.9000000000E+03    0.5451562290E+00    0.5758494479E-01    0.6183251469E+00
    0.1100000000E+04    0.5566569518E+00    0.5881549924E-01    0.6296946978E+00
    0.1300000000E+04    0.5649060264E+00    0.5970088355E-01    0.6378135044E+00
    0.1500000000E+04    0.5711113018E+00    0.6036897160E-01    0.6439012592E+00
    0.1700000000E+04    0.5759483510E+00    0.6089136168E-01    0.6486353214E+00
    0.1900000000E+04    0.5798245734E+00    0.6131127624E-01    0.6524219914E+00
    0.2100000000E+04    0.5830002452E+00    0.6165635794E-01    0.6555197653E+00
    0.2300000000E+04    0.5856494307E+00    0.6194511271E-01    0.6581009413E+00
    0.2500000000E+04    0.5878929465E+00    0.6219039878E-01    0.6602847840E+00
    0.2700000000E+04    0.5898172751E+00    0.6240142991E-01    0.6621564706E+00
    0.2900000000E+04    0.5914859517E+00    0.6258498213E-01    0.6637784569E+00
    0.3100000000E+04    0.5929467014E+00    0.6274615060E-01    0.6651975797E+00
    0.3300000000E+04    0.5942360685E+00    0.6288884090E-01    0.6664496521E+00
    0.3500000000E+04    0.5953825095E+00    0.6301609735E-01    0.6675625261E+00
    0.3700000000E+04    0.5964085128E+00    0.6313032835E-01    0.6685581887E+00
    0.3900000000E+04    0.5973320854E+00    0.6323346431E-01    0.6694542278E+00
    0.4100000000E+04    0.5981678161E+00    0.6332707082E-01    0.6702648806E+00
    0.4300000000E+04    0.5989276497E+00    0.6341243108E-01    0.6710017949E+00
    0.4500000000E+04    0.5996214597E+00    0.6349060686E-01    0.6716745922E+00
    0.4700000000E+04    0.6002574792E+00    0.6356248442E-01    0.6722912899E+00
    0.4900000000E+04    0.6008426272E+00    0.6362880935E-01    0.6728586225E+00
    0.1000000000E+04    0.5514223774E+00    0.5825493653E-01    0.6245271721E+00
    0.3000000000E+04    0.5922398134E+00    0.6266809682E-01    0.6645109212E+00
    0.5000000000E+04    0.6011179907E+00    0.6366009087E-01    0.6731255924E+00
    0.7000000000E+04    0.6049952357E+00    0.6410668325E-01    0.6768849297E+00
    0.9000000000E+04    0.6071653626E+00    0.6436407517E-01    0.6789909725E+00
    0.1100000000E+05    0.6085508337E+00    0.6453314797E-01    0.6803376304E+00
    0.1300000000E+05    0.6095111493E+00    0.6465363833E-01    0.6812728182E+00
    0.1500000000E+05    0.6102154023E+00    0.6474443153E-01    0.6819600888E+00
    0.1700000000E+05    0.6107535743E+00    0.6481568012E-01    0.6824864628E+00
    0.1900000000E+05    0.6111779449E+00    0.6487334230E-01    0.6829025038E+00
    0.2100000000E+05    0.6115209588E+00    0.6492115261E-01    0.6832395995E+00
    0.2300000000E+05    0.6118038139E+00    0.6496157505E-01    0.6835182646E+00
    0.2500000000E+05    0.6120409436E+00    0.6499630373E-01    0.6837524734E+00
    0.2700000000E+05    0.6122425138E+00    0.6502654343E-01    0.6839520736E+00
    0.2900000000E+05    0.6124158910E+00    0.6505317551E-01    0.6841242048E+00
    0.3100000000E+05    0.6125665426E+00    0.6507686035E-01    0.6842741695E+00
    0.3300000000E+05    0.6126986118E+00    0.6509810310E-01    0.6844059882E+00
    0.3500000000E+05    0.6128152949E+00    0.6511729709E-01    0.6845227646E+00
    0.3700000000E+05    0.6129190971E+00    0.6513475350E-01    0.6846269330E+00
    0.3900000000E+05    0.6130120093E+00    0.6515072188E-01    0.6847204293E+00
    0.4100000000E+05    0.6130956337E+00    0.6516540491E-01    0.6848048127E+00
    0.4300000000E+05    0.6131712740E+00    0.6517896898E-01    0.6848813527E+00
    0.4500000000E+05    0.6132400017E+00    0.6519155212E-01    0.6849510934E+00
    0.4700000000E+05    0.6133027057E+00    0.6520326981E-01    0.6850149016E+00
    0.4900000000E+05    0.6133601294E+00    0.6521421950E-01    0.6850735029E+00
    0.1000000000E+05    0.6079270414E+00    0.6445643948E-01    0.6797310193E+00
    0.3000000000E+05    0.6124937727E+00    0.6506535172E-01    0.6842016816E+00
    0.5000000000E+05    0.6133870607E+00    0.6521943273E-01    0.6851010460E+00
    0.7000000000E+05    0.6137589722E+00    0.6529822610E-01    0.6854866337E+00
    0.9000000000E+05    0.6139592889E+00    0.6534895985E-01    0.6857007619E+00
    0.1100000000E+06    0.6140826915E+00    0.6538564223E-01    0.6858369381E+00
    0.1300000000E+06    0.6141652811E+00    0.6541407123E-01    0.6859311456E+00
    0.1500000000E+06    0.6142237502E+00    0.6543713929E-01    0.6860001789E+00
    0.1700000000E+06    0.6142668521E+00    0.6545647523E-01    0.6860529290E+00
    0.1900000000E+06    0.6142996052E+00    0.6547307804E-01    0.6860945423E+00
    0.2100000000E+06    0.6143250851E+00    0.6548760063E-01    0.6861282041E+00
    0.2300000000E+06    0.6143452775E+00    0.6550049122E-01    0.6861559913E+00
    0.2500000000E+06    0.6143615185E+00    0.6551206977E-01    0.6861793156E+00
    0.2700000000E+06    0.6143747389E+00    0.6552257214E-01    0.6861991704E+00
    0.2900000000E+06    0.6143856052E+00    0.6553217681E-01    0.6862162746E+00
    0.3100000000E+06    0.6143946068E+00    0.6554102194E-01    0.6862311617E+00
    0.3300000000E+06    0.6144021104E+00    0.6554921651E-01    0.6862442354E+00
    0.3500000000E+06    0.6144083957E+00    0.6555684794E-01    0.6862558074E+00
    0.3700000000E+06    0.6144136794E+00    0.6556398733E-01    0.6862661216E+00
    0.3900000000E+06    0.6144181321E+00    0.6557069332E-01    0.6862753720E+00
    0.4100000000E+06    0.6144218891E+00    0.6557701473E-01    0.6862837146E+00
    0.4300000000E+06    0.6144250596E+00    0.6558299268E-01    0.6862912765E+00
    0.4500000000E+06    0.6144277322E+00    0.6558866209E-01    0.6862981620E+00
    0.4700000000E+06    0.6144299796E+00    0.6559405287E-01    0.6863044577E+00
    0.4900000000E+06    0.6144318617E+00    0.6559919082E-01    0.6863102360E+00
    0.1000000000E+06    0.6140276644E+00    0.6536859489E-01    0.6857756705E+00
    0.3000000000E+06    0.6143903138E+00    0.6553668693E-01    0.6862239675E+00
    0.5000000000E+06    0.6144326818E+00    0.6560167210E-01    0.6863129505E+00
    0.7000000000E+06    0.6144385409E+00    0.6564219057E-01    0.6863508537E+00
    0.9000000000E+06    0.6144350322E+00    0.6567164136E-01    0.6863717976E+00
    0.1100000000E+07    0.6144285085E+00    0.6569477587E-01    0.6863850595E+00
    0.1300000000E+07    0.6144210245E+00    0.6571382563E-01    0.6863941983E+00
    0.1500000000E+07    0.6144133606E+00    0.6573001697E-01    0.6864008706E+00
    0.1700000000E+07    0.6144058359E+00    0.6574409601E-01    0.6864059513E+00
    0.1900000000E+07    0.6143985814E+00    0.6575655044E-01    0.6864099461E+00
    0.2100000000E+07    0.6143916447E+00    0.6576771654E-01    0.6864131672E+00
    0.2300000000E+07    0.6143850351E+00    0.6577783596E-01    0.6864158179E+00
    0.2500000000E+07    0.6143787443E+00    0.6578708819E-01    0.6864180361E+00
    0.2700000000E+07    0.6143727558E+00    0.6579561020E-01    0.6864199187E+00
    0.2900000000E+07    0.6143670504E+00    0.6580350887E-01    0.6864215358E+00
    0.3100000000E+07    0.6143616082E+00    0.6581086924E-01    0.6864229392E+00
    0.3300000000E+07    0.6143564099E+00    0.6581776001E-01    0.6864241682E+00
    0.3500000000E+07    0.6143514374E+00    0.6582423757E-01    0.6864252530E+00
    0.3700000000E+07    0.6143466737E+00    0.6583034869E-01    0.6864262172E+00
    0.3900000000E+07    0.6143421037E+00    0.6583613264E-01    0.6864270796E+00
    0.4100000000E+07    0.6143377132E+00    0.6584162268E-01    0.6864278553E+00
    0.4300000000E+07    0.6143334896E+00    0.6584684727E-01    0.6864285565E+00
    0.4500000000E+07    0.6143294213E+00    0.6585183091E-01    0.6864291932E+00
    0.4700000000E+07    0.6143254978E+00    0.6585659486E-01    0.6864297739E+00
    0.4900000000E+07    0.6143217096E+00    0.6586115768E-01    0.6864303055E+00
    0.1000000000E+07    0.6144319722E+00    0.6568382525E-01    0.6863790994E+00
    0.3000000000E+07    0.6143642977E+00    0.6580725172E-01    0.6864222615E+00
    0.5000000000E+07    0.6143198635E+00    0.6586336884E-01    0.6864305547E+00
    0.7000000000E+07    0.6142883008E+00    0.6590012334E-01    0.6864339930E+00
    0.9000000000E+07    0.6142638970E+00    0.6592750560E-01    0.6864358447E+00
    0.1100000000E+08    0.6142440157E+00    0.6594933911E-01    0.6864369879E+00
    0.1300000000E+08    0.6142272450E+00    0.6596749933E-01    0.6864377560E+00
    0.1500000000E+08    0.6142127437E+00    0.6598304683E-01    0.6864383027E+00
    0.1700000000E+08    0.6141999708E+00    0.6599664021E-01    0.6864387082E+00
    0.1900000000E+08    0.6141885580E+00    0.6600871666E-01    0.6864390187E+00
    0.2100000000E+08    0.6141782433E+00    0.6601958127E-01    0.6864392624E+00
    0.2300000000E+08    0.6141688338E+00    0.6602945542E-01    0.6864394573E+00
    0.2500000000E+08    0.6141601834E+00    0.6603850487E-01    0.6864396158E+00
    0.2700000000E+08    0.6141521786E+00    0.6604685695E-01    0.6864397463E+00
    0.2900000000E+08    0.6141447296E+00    0.6605461159E-01    0.6864398551E+00
    0.3100000000E+08    0.6141377642E+00    0.6606184867E-01    0.6864399465E+00
    0.3300000000E+08    0.6141312234E+00    0.6606863305E-01    0.6864400239E+00
    0.3500000000E+08    0.6141250583E+00    0.6607501809E-01    0.6864400899E+00
    0.3700000000E+08    0.6141192281E+00    0.6608104826E-01    0.6864401465E+00
    0.3900000000E+08    0.6141136982E+00    0.6608676097E-01    0.6864401953E+00
    0.4100000000E+08    0.6141084392E+00    0.6609218802E-01    0.6864402374E+00
    0.4300000000E+08    0.6141034257E+00    0.6609735666E-01    0.6864402740E+00
    0.4500000000E+08    0.6140986358E+00    0.6610229041E-01    0.6864403058E+00
    0.4700000000E+08    0.6140940504E+00    0.6610700971E-01    0.6864403335E+00
    0.4900000000E+08    0.6140896528E+00    0.6611153246E-01    0.6864403577E+00
    0.1000000000E+08    0.6142534974E+00    0.6593897201E-01    0.6864364777E+00
    0.3000000000E+08    0.6141411904E+00    0.6605829047E-01    0.6864399027E+00
    0.5000000000E+08    0.6140875197E+00    0.6611372512E-01    0.6864403686E+00
    0.7000000000E+08    0.6140518935E+00    0.6615025014E-01    0.6864404821E+00
    0.9000000000E+08    0.6140251799E+00    0.6617754177E-01    0.6864404977E+00
    0.1100000000E+09    0.6140037979E+00    0.6619934206E-01    0.6864404771E+00
    0.1300000000E+09    0.6139859679E+00    0.6621749681E-01    0.6864404416E+00
    0.1500000000E+09    0.6139706756E+00    0.6623305353E-01    0.6864403996E+00
    0.1700000000E+09    0.6139572872E+00    0.6624666435E-01    0.6864403551E+00
    0.1900000000E+09    0.6139453804E+00    0.6625876295E-01    0.6864403102E+00
    0.2100000000E+09    0.6139346594E+00    0.6626965242E-01    0.6864402657E+00
    0.2300000000E+09    0.6139249092E+00    0.6627955295E-01    0.6864402222E+00
    0.2500000000E+09    0.6139159683E+00    0.6628862953E-01    0.6864401798E+00
    0.2700000000E+09    0.6139077126E+00    0.6629700903E-01    0.6864401388E+00
    0.2900000000E+09    0.6139000442E+00    0.6630479108E-01    0.6864400990E+00
    0.3100000000E+09    0.6138928852E+00    0.6631205537E-01    0.6864400606E+00
    0.3300000000E+09    0.6138861720E+00    0.6631886661E-01    0.6864400234E+00
    0.3500000000E+09    0.6138798523E+00    0.6632527810E-01    0.6864399874E+00
    0.3700000000E+09    0.6138738825E+00    0.6633133425E-01    0.6864399526E+00
    0.3900000000E+09    0.6138682257E+00    0.6633707246E-01    0.6864399188E+00
    0.4100000000E+09    0.6138628509E+00    0.6634252450E-01    0.6864398861E+00
    0.4300000000E+09    0.6138577311E+00    0.6634771762E-01    0.6864398544E+00
    0.4500000000E+09    0.6138528433E+00    0.6635267533E-01    0.6864398235E+00
    0.4700000000E+09    0.6138481674E+00    0.6635741811E-01    0.6864397935E+00
    0.4900000000E+09    0.6138436856E+00    0.6636196383E-01    0.6864397644E+00
    0.1000000000E+09    0.6140139587E+00    0.6618898683E-01    0.6864404902E+00
