     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1063005549E-02    0.5599552908E-03    0.2013955525E-01
    0.3000000000E+01    0.3173825376E-02    0.1671870839E-02    0.5707121668E-01
    0.5000000000E+01    0.5264630308E-02    0.2773252688E-02    0.9012546244E-01
    0.7000000000E+01    0.7335703741E-02    0.3864249943E-02    0.1198825647E+00
    0.9000000000E+01    0.9387323746E-02    0.4945008909E-02    0.1468125082E+00
    0.1100000000E+02    0.1141976319E-01    0.6015673155E-02    0.1713000034E+00
    0.1300000000E+02    0.1343328987E-01    0.7076383575E-02    0.1936629875E+00
    0.1500000000E+02    0.1542816660E-01    0.8127278453E-02    0.2141665092E+00
    0.1700000000E+02    0.1740465136E-01    0.9168493525E-02    0.2330332871E+00
    0.1900000000E+02    0.1936299740E-01    0.1020016203E-01    0.2504518358E+00
    0.2100000000E+02    0.2130345332E-01    0.1122241478E-01    0.2665827892E+00
    0.2300000000E+02    0.2322626322E-01    0.1223538019E-01    0.2815638709E+00
    0.2500000000E+02    0.2513166676E-01    0.1323918438E-01    0.2955138384E+00
    0.2700000000E+02    0.2701989930E-01    0.1423395116E-01    0.3085356390E+00
    0.2900000000E+02    0.2889119195E-01    0.1521980214E-01    0.3207189564E+00
    0.3100000000E+02    0.3074577171E-01    0.1619685677E-01    0.3321422797E+00
    0.3300000000E+02    0.3258386154E-01    0.1716523234E-01    0.3428745975E+00
    0.3500000000E+02    0.3440568044E-01    0.1812504409E-01    0.3529767932E+00
    0.3700000000E+02    0.3621144356E-01    0.1907640522E-01    0.3625028014E+00
    0.3900000000E+02    0.3800136226E-01    0.2001942694E-01    0.3715005713E+00
    0.4100000000E+02    0.3977564423E-01    0.2095421852E-01    0.3800128753E+00
    0.4300000000E+02    0.4153449353E-01    0.2188088734E-01    0.3880779887E+00
    0.4500000000E+02    0.4327811067E-01    0.2279953890E-01    0.3957302659E+00
    0.4700000000E+02    0.4500669273E-01    0.2371027689E-01    0.4030006299E+00
    0.4900000000E+02    0.4672043338E-01    0.2461320322E-01    0.4099169902E+00
    0.1000000000E+02    0.1040592418E-01    0.5481594004E-02    0.1593403074E+00
    0.3000000000E+02    0.2982055691E-01    0.1570942162E-01    0.3265211005E+00
    0.5000000000E+02    0.4757179780E-01    0.2506176838E-01    0.4132504060E+00
    0.7000000000E+02    0.6386468072E-01    0.3364651515E-01    0.4663480198E+00
    0.9000000000E+02    0.7887187004E-01    0.4155451371E-01    0.5022049782E+00
    0.1100000000E+03    0.9273980618E-01    0.4886281967E-01    0.5280487203E+00
    0.1300000000E+03    0.1055935021E+00    0.5563721559E-01    0.5475617151E+00
    0.1500000000E+03    0.1175403244E+00    0.6193419996E-01    0.5628175944E+00
    0.1700000000E+03    0.1286730005E+00    0.6780256939E-01    0.5750732976E+00
    0.1900000000E+03    0.1390720318E+00    0.7328468786E-01    0.5851351301E+00
    0.2100000000E+03    0.1488076444E+00    0.7841751296E-01    0.5935441239E+00
    0.2300000000E+03    0.1579413777E+00    0.8323343181E-01    0.6006768555E+00
    0.2500000000E+03    0.1665273874E+00    0.8776094640E-01    0.6068035296E+00
    0.2700000000E+03    0.1746135208E+00    0.9202523930E-01    0.6121230680E+00
    0.2900000000E+03    0.1822422092E+00    0.9604864329E-01    0.6167851672E+00
    0.3100000000E+03    0.1894512132E+00    0.9985103340E-01    0.6209046419E+00
    0.3300000000E+03    0.1962742482E+00    0.1034501560E+00    0.6245710287E+00
    0.3500000000E+03    0.2027415122E+00    0.1068619065E+00    0.6278551818E+00
    0.3700000000E+03    0.2088801324E+00    0.1101005644E+00    0.6308139062E+00
    0.3900000000E+03    0.2147145463E+00    0.1131789935E+00    0.6334932762E+00
    0.4100000000E+03    0.2202668268E+00    0.1161088136E+00    0.6359310561E+00
    0.4300000000E+03    0.2255569615E+00    0.1189005468E+00    0.6381584934E+00
    0.4500000000E+03    0.2306030933E+00    0.1215637444E+00    0.6402016674E+00
    0.4700000000E+03    0.2354217284E+00    0.1241070963E+00    0.6420825150E+00
    0.4900000000E+03    0.2400279169E+00    0.1265385261E+00    0.6438196228E+00
    0.1000000000E+03    0.8593997784E-01    0.4527927821E-01    0.5160964746E+00
    0.3000000000E+03    0.1858969763E+00    0.9797630952E-01    0.6189066330E+00
    0.5000000000E+03    0.2422556878E+00    0.1277145573E+00    0.6446393207E+00
    0.7000000000E+03    0.2784371716E+00    0.1468227578E+00    0.6563363776E+00
    0.9000000000E+03    0.3036335917E+00    0.1601410964E+00    0.6630135445E+00
    0.1100000000E+04    0.3221892311E+00    0.1699577635E+00    0.6673267432E+00
    0.1300000000E+04    0.3364242372E+00    0.1774951721E+00    0.6703396340E+00
    0.1500000000E+04    0.3476905675E+00    0.1834658358E+00    0.6725613183E+00
    0.1700000000E+04    0.3568293376E+00    0.1883131720E+00    0.6742660353E+00
    0.1900000000E+04    0.3643912908E+00    0.1923276052E+00    0.6756145582E+00
    0.2100000000E+04    0.3707521563E+00    0.1957073269E+00    0.6767073530E+00
    0.2300000000E+04    0.3761770576E+00    0.1985922264E+00    0.6776104155E+00
    0.2500000000E+04    0.3808584255E+00    0.2010838670E+00    0.6783688773E+00
    0.2700000000E+04    0.3849393160E+00    0.2032577746E+00    0.6790146394E+00
    0.2900000000E+04    0.3885282935E+00    0.2051712814E+00    0.6795708855E+00
    0.3100000000E+04    0.3917092356E+00    0.2068686961E+00    0.6800548654E+00
