     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2121539547E-02    0.9312977124E-03    0.1021962638E-01
    0.3000000000E+01    0.6307954981E-02    0.2769041794E-02    0.2977268223E-01
    0.5000000000E+01    0.1042048549E-01    0.4574381471E-02    0.4822713505E-01
    0.7000000000E+01    0.1446106979E-01    0.6348166772E-02    0.6567305044E-01
    0.9000000000E+01    0.1843157936E-01    0.8091218244E-02    0.8219091056E-01
    0.1100000000E+02    0.2233382134E-01    0.9804328228E-02    0.9785285576E-01
    0.1300000000E+02    0.2616954125E-01    0.1148826206E-01    0.1127237381E+00
    0.1500000000E+02    0.2994042560E-01    0.1314375919E-01    0.1268620190E+00
    0.1700000000E+02    0.3364810440E-01    0.1477153432E-01    0.1403205377E+00
    0.1900000000E+02    0.3729415343E-01    0.1637227837E-01    0.1531471710E+00
    0.2100000000E+02    0.4088009656E-01    0.1794665949E-01    0.1653854027E+00
    0.2300000000E+02    0.4440740781E-01    0.1949532400E-01    0.1770748160E+00
    0.2500000000E+02    0.4787751340E-01    0.2101889725E-01    0.1882515213E+00
    0.2700000000E+02    0.5129179367E-01    0.2251798447E-01    0.1989485292E+00
    0.2900000000E+02    0.5465158490E-01    0.2399317159E-01    0.2091960755E+00
    0.3100000000E+02    0.5795818107E-01    0.2544502598E-01    0.2190219073E+00
    0.3300000000E+02    0.6121283550E-01    0.2687409720E-01    0.2284515338E+00
    0.3500000000E+02    0.6441676244E-01    0.2828091767E-01    0.2375084473E+00
    0.3700000000E+02    0.6757113860E-01    0.2966600337E-01    0.2462143187E+00
    0.3900000000E+02    0.7067710456E-01    0.3102985441E-01    0.2545891708E+00
    0.4100000000E+02    0.7373576619E-01    0.3237295570E-01    0.2626515321E+00
    0.4300000000E+02    0.7674819590E-01    0.3369577750E-01    0.2704185733E+00
    0.4500000000E+02    0.7971543394E-01    0.3499877593E-01    0.2779062299E+00
    0.4700000000E+02    0.8263848959E-01    0.3628239356E-01    0.2851293109E+00
    0.4900000000E+02    0.8551834228E-01    0.3754705987E-01    0.2921015968E+00
    0.1000000000E+02    0.2039112329E-01    0.8951467469E-02    0.9012465967E-01
    0.3000000000E+02    0.5631145310E-01    0.2472198062E-01    0.2141600616E+00
    0.5000000000E+02    0.8694236571E-01    0.3817241704E-01    0.2954977387E+00
    0.7000000000E+02    0.1133719996E+00    0.4977991211E-01    0.3529482486E+00
    0.9000000000E+02    0.1364091815E+00    0.5989914571E-01    0.3956873474E+00
    0.1100000000E+03    0.1566676413E+00    0.6879926023E-01    0.4287245293E+00
    0.1300000000E+03    0.1746214903E+00    0.7668818167E-01    0.4550266323E+00
    0.1500000000E+03    0.1906427872E+00    0.8372908876E-01    0.4764626790E+00
    0.1700000000E+03    0.2050275941E+00    0.9005183653E-01    0.4942686713E+00
    0.1900000000E+03    0.2180144377E+00    0.9576105020E-01    0.5092946739E+00
    0.2100000000E+03    0.2297976379E+00    0.1009419692E+00    0.5221445453E+00
    0.2300000000E+03    0.2405370957E+00    0.1056647388E+00    0.5332590582E+00
    0.2500000000E+03    0.2503655901E+00    0.1099876094E+00    0.5429674749E+00
    0.2700000000E+03    0.2593942953E+00    0.1139593562E+00    0.5515207144E+00
    0.2900000000E+03    0.2677170024E+00    0.1176211302E+00    0.5591133449E+00
    0.3100000000E+03    0.2754133895E+00    0.1210078920E+00    0.5658985629E+00
    0.3300000000E+03    0.2825515800E+00    0.1241495340E+00    0.5719986339E+00
    0.3500000000E+03    0.2891901635E+00    0.1270717667E+00    0.5775123242E+00
    0.3700000000E+03    0.2953798075E+00    0.1297968254E+00    0.5825202878E+00
    0.3900000000E+03    0.3011645526E+00    0.1323440381E+00    0.5870890359E+00
    0.4100000000E+03    0.3065828612E+00    0.1347302859E+00    0.5912739073E+00
    0.4300000000E+03    0.3116684743E+00    0.1369703781E+00    0.5951213192E+00
    0.4500000000E+03    0.3164511137E+00    0.1390773609E+00    0.5986704957E+00
    0.4700000000E+03    0.3209570634E+00    0.1410627721E+00    0.6019548094E+00
    0.4900000000E+03    0.3252096526E+00    0.1429368531E+00    0.6050028328E+00
    0.1000000000E+03    0.1468533561E+00    0.6448738571E-01    0.4131997795E+00
    0.3000000000E+03    0.2716389834E+00    0.1193469119E+00    0.5625986129E+00
    0.5000000000E+03    0.3272475203E+00    0.1438350348E+00    0.6064460608E+00
    0.7000000000E+03    0.3587146903E+00    0.1577150082E+00    0.6273960671E+00
    0.9000000000E+03    0.3789550396E+00    0.1666575635E+00    0.6396684352E+00
    0.1100000000E+04    0.3930657645E+00    0.1729021436E+00    0.6477284145E+00
    0.1300000000E+04    0.4034641560E+00    0.1775113773E+00    0.6534264432E+00
    0.1500000000E+04    0.4114442094E+00    0.1810544151E+00    0.6576676792E+00
    0.1700000000E+04    0.4177611833E+00    0.1838636334E+00    0.6609472252E+00
    0.1900000000E+04    0.4228855304E+00    0.1861461846E+00    0.6635586964E+00
    0.2100000000E+04    0.4271255760E+00    0.1880379065E+00    0.6656872448E+00
    0.2300000000E+04    0.4306918155E+00    0.1896315874E+00    0.6674554041E+00
    0.2500000000E+04    0.4337328618E+00    0.1909927728E+00    0.6689474959E+00
