     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.2538538931E-05    0.2953255274E-05
    0.3000000000E+01    0.7615519897E-05    0.8859653866E-05
    0.5000000000E+01    0.1269237168E-04    0.1476590319E-04
    0.7000000000E+01    0.1776909427E-04    0.2067200325E-04
    0.9000000000E+01    0.2284568770E-04    0.2657795406E-04
    0.1100000000E+02    0.2792215197E-04    0.3248375563E-04
    0.1300000000E+02    0.3299848708E-04    0.3838940795E-04
    0.1500000000E+02    0.3807469304E-04    0.4429491105E-04
    0.1700000000E+02    0.4315076987E-04    0.5020026492E-04
    0.1900000000E+02    0.4822671757E-04    0.5610546958E-04
    0.2100000000E+02    0.5330253615E-04    0.6201052502E-04
    0.2300000000E+02    0.5837822562E-04    0.6791543127E-04
    0.2500000000E+02    0.6345378598E-04    0.7382018832E-04
    0.2700000000E+02    0.6852921725E-04    0.7972479618E-04
    0.2900000000E+02    0.7360451943E-04    0.8562925487E-04
    0.3100000000E+02    0.7867969254E-04    0.9153356438E-04
    0.3300000000E+02    0.8375473657E-04    0.9743772473E-04
    0.3500000000E+02    0.8882965154E-04    0.1033417359E-03
    0.3700000000E+02    0.9390443746E-04    0.1092455980E-03
    0.3900000000E+02    0.9897909433E-04    0.1151493109E-03
    0.4100000000E+02    0.1040536222E-03    0.1210528746E-03
    0.4300000000E+02    0.1091280210E-03    0.1269562893E-03
    0.4500000000E+02    0.1142022908E-03    0.1328595548E-03
    0.4700000000E+02    0.1192764316E-03    0.1387626712E-03
    0.4900000000E+02    0.1243504433E-03    0.1446656385E-03
    0.5100000000E+02    0.1294243261E-03    0.1505684567E-03
    0.5300000000E+02    0.1344980799E-03    0.1564711258E-03
    0.5500000000E+02    0.1395717047E-03    0.1623736459E-03
    0.5700000000E+02    0.1446452006E-03    0.1682760168E-03
    0.5900000000E+02    0.1497185675E-03    0.1741782387E-03
    0.6100000000E+02    0.1547918054E-03    0.1800803115E-03
    0.6300000000E+02    0.1598649144E-03    0.1859822353E-03
    0.6500000000E+02    0.1649378945E-03    0.1918840100E-03
    0.6700000000E+02    0.1700107456E-03    0.1977856357E-03
    0.6900000000E+02    0.1750834678E-03    0.2036871124E-03
    0.7100000000E+02    0.1801560611E-03    0.2095884400E-03
    0.7300000000E+02    0.1852285255E-03    0.2154896186E-03
    0.7500000000E+02    0.1903008610E-03    0.2213906483E-03
    0.7700000000E+02    0.1953730677E-03    0.2272915289E-03
    0.7900000000E+02    0.2004451454E-03    0.2331922605E-03
    0.8100000000E+02    0.2055170943E-03    0.2390928431E-03
    0.8300000000E+02    0.2105889143E-03    0.2449932768E-03
    0.8500000000E+02    0.2156606055E-03    0.2508935614E-03
    0.8700000000E+02    0.2207321678E-03    0.2567936972E-03
    0.8900000000E+02    0.2258036013E-03    0.2626936839E-03
    0.9100000000E+02    0.2308749060E-03    0.2685935217E-03
    0.9300000000E+02    0.2359460818E-03    0.2744932106E-03
    0.9500000000E+02    0.2410171288E-03    0.2803927505E-03
    0.9700000000E+02    0.2460880471E-03    0.2862921415E-03
    0.9900000000E+02    0.2511588365E-03    0.2921913836E-03
    0.1000000000E+02    0.2538393598E-04    0.2953087350E-04
    0.3000000000E+02    0.7614212212E-04    0.8858142827E-04
    0.5000000000E+02    0.1268874008E-03    0.1476170662E-03
    0.7000000000E+02    0.1776197806E-03    0.2066377948E-03
    0.9000000000E+02    0.2283392697E-03    0.2656436214E-03
    0.1100000000E+03    0.2790458767E-03    0.3246345534E-03
    0.1300000000E+03    0.3297396099E-03    0.3836105983E-03
    0.1500000000E+03    0.3804204776E-03    0.4425717633E-03
    0.1700000000E+03    0.4310884884E-03    0.5015180558E-03
    0.1900000000E+03    0.4817436504E-03    0.5604494834E-03
    0.2100000000E+03    0.5323859722E-03    0.6193660532E-03
    0.2300000000E+03    0.5830154621E-03    0.6782677727E-03
    0.2500000000E+03    0.6336321284E-03    0.7371546493E-03
    0.2700000000E+03    0.6842359795E-03    0.7960266902E-03
    0.2900000000E+03    0.7348270236E-03    0.8548839029E-03
    0.3100000000E+03    0.7854052693E-03    0.9137262947E-03
    0.3300000000E+03    0.8359707246E-03    0.9725538728E-03
    0.3500000000E+03    0.8865233981E-03    0.1031366645E-02
    0.3700000000E+03    0.9370632980E-03    0.1090164618E-02
    0.3900000000E+03    0.9875904325E-03    0.1148947799E-02
    0.4100000000E+03    0.1038104810E-02    0.1207716196E-02
    0.4300000000E+03    0.1088606439E-02    0.1266469816E-02
    0.4500000000E+03    0.1139095327E-02    0.1325208667E-02
    0.4700000000E+03    0.1189571484E-02    0.1383932755E-02
    0.4900000000E+03    0.1240034916E-02    0.1442642088E-02
    0.5100000000E+03    0.1290485633E-02    0.1501336673E-02
    0.5300000000E+03    0.1340923642E-02    0.1560016517E-02
    0.5500000000E+03    0.1391348953E-02    0.1618681629E-02
    0.5700000000E+03    0.1441761572E-02    0.1677332014E-02
    0.5900000000E+03    0.1492161509E-02    0.1735967681E-02
    0.6100000000E+03    0.1542548771E-02    0.1794588636E-02
    0.6300000000E+03    0.1592923368E-02    0.1853194887E-02
    0.6500000000E+03    0.1643285306E-02    0.1911786441E-02
    0.6700000000E+03    0.1693634595E-02    0.1970363306E-02
    0.6900000000E+03    0.1743971242E-02    0.2028925487E-02
    0.7100000000E+03    0.1794295255E-02    0.2087472994E-02
    0.7300000000E+03    0.1844606644E-02    0.2146005833E-02
    0.7500000000E+03    0.1894905416E-02    0.2204524011E-02
    0.7700000000E+03    0.1945191578E-02    0.2263027535E-02
    0.7900000000E+03    0.1995465141E-02    0.2321516413E-02
    0.8100000000E+03    0.2045726110E-02    0.2379990651E-02
    0.8300000000E+03    0.2095974496E-02    0.2438450258E-02
    0.8500000000E+03    0.2146210305E-02    0.2496895240E-02
    0.8700000000E+03    0.2196433546E-02    0.2555325605E-02
    0.8900000000E+03    0.2246644227E-02    0.2613741359E-02
    0.9100000000E+03    0.2296842357E-02    0.2672142510E-02
    0.9300000000E+03    0.2347027943E-02    0.2730529064E-02
    0.9500000000E+03    0.2397200994E-02    0.2788901030E-02
    0.9700000000E+03    0.2447361517E-02    0.2847258415E-02
    0.9900000000E+03    0.2497509520E-02    0.2905601224E-02
    0.1000000000E+03    0.2536941830E-03    0.2951409488E-03
    0.3000000000E+03    0.7601177457E-03    0.8843069509E-03
    0.5000000000E+03    0.1265261863E-02    0.1471991223E-02
    0.7000000000E+03    0.1769134827E-02    0.2058201075E-02
    0.9000000000E+03    0.2271744861E-02    0.2642943759E-02
    0.1100000000E+04    0.2773100120E-02    0.3226226476E-02
    0.1300000000E+04    0.3273208696E-02    0.3808056373E-02
    0.1500000000E+04    0.3772078613E-02    0.4388440541E-02
    0.1700000000E+04    0.4269717828E-02    0.4967386021E-02
    0.1900000000E+04    0.4766134236E-02    0.5544899802E-02
    0.2100000000E+04    0.5261335667E-02    0.6120988820E-02
    0.2300000000E+04    0.5755329887E-02    0.6695659960E-02
    0.2500000000E+04    0.6248124598E-02    0.7268920056E-02
    0.2700000000E+04    0.6739727442E-02    0.7840775894E-02
    0.2900000000E+04    0.7230145996E-02    0.8411234208E-02
    0.3100000000E+04    0.7719387778E-02    0.8980301683E-02
    0.3300000000E+04    0.8207460242E-02    0.9547984956E-02
    0.3500000000E+04    0.8694370785E-02    0.1011429062E-01
