3mC5 	 [1.45942746e-10 2.03547893e+01 1.70007893e-04 7.12004040e-01] 
C6 	 [1.40744424e-05 6.90448364e-01 7.12406624e-04 6.61159321e-01] 
3eC5 	 [0.00061423 0.5212628  0.00061424 0.17440997] 
3eC5 	 [0.00061344 0.534253   0.00061344 0.16172793] 
24mC5 	 [7.33530666e-05 5.09086482e-01 7.33521093e-05 1.85867473e-01] 
3mC6 	 [2.91664881e-05 8.51519198e+02 1.09640567e-03 6.82171078e-01] 
22mC4 	 [7.43730193e-05 5.59817069e-01 7.43725876e-05 1.33376668e-01] 
2mC6 	 [0.00155448 0.44133471 0.00155447 0.2541953 ] 
