     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.4131794939E-02    0.1870465829E-03    0.1676343276E-01
    0.3000000000E+01    0.1168029529E-01    0.5608247418E-03    0.4740301484E-01
    0.5000000000E+01    0.1840505998E-01    0.9341834846E-03    0.7471583405E-01
    0.7000000000E+01    0.2443364657E-01    0.1307123521E-02    0.9921621969E-01
    0.9000000000E+01    0.2986858304E-01    0.1679645558E-02    0.1213176595E+00
    0.1100000000E+02    0.3479321857E-01    0.2051750303E-02    0.1413563605E+00
    0.1300000000E+02    0.3927600661E-01    0.2423438459E-02    0.1596084987E+00
    0.1500000000E+02    0.4337368937E-01    0.2794710728E-02    0.1763030458E+00
    0.1700000000E+02    0.4713369890E-01    0.3165567811E-02    0.1916314421E+00
    0.1900000000E+02    0.5059599085E-01    0.3536010407E-02    0.2057549837E+00
    0.2100000000E+02    0.5379446125E-01    0.3906039213E-02    0.2188105319E+00
    0.2300000000E+02    0.5675805290E-01    0.4275654924E-02    0.2309149711E+00
    0.2500000000E+02    0.5951162803E-01    0.4644858235E-02    0.2421687263E+00
    0.2700000000E+02    0.6207666264E-01    0.5013649837E-02    0.2526585618E+00
    0.2900000000E+02    0.6447180387E-01    0.5382030422E-02    0.2624598276E+00
    0.3100000000E+02    0.6671332070E-01    0.5750000678E-02    0.2716382770E+00
    0.3300000000E+02    0.6881547128E-01    0.6117561293E-02    0.2802515477E+00
    0.3500000000E+02    0.7079080410E-01    0.6484712954E-02    0.2883503760E+00
    0.3700000000E+02    0.7265040674E-01    0.6851456343E-02    0.2959796001E+00
    0.3900000000E+02    0.7440411230E-01    0.7217792145E-02    0.3031789932E+00
    0.4100000000E+02    0.7606067192E-01    0.7583721041E-02    0.3099839588E+00
    0.4300000000E+02    0.7762789949E-01    0.7949243709E-02    0.3164261152E+00
    0.4500000000E+02    0.7911279385E-01    0.8314360830E-02    0.3225337877E+00
    0.4700000000E+02    0.8052164224E-01    0.8679073079E-02    0.3283324273E+00
    0.4900000000E+02    0.8186010850E-01    0.9043381131E-02    0.3338449654E+00
    0.1000000000E+02    0.3239010274E-01    0.1865750048E-02    0.1315763527E+00
    0.3000000000E+02    0.6561083088E-01    0.5566066798E-02    0.2671231272E+00
    0.5000000000E+02    0.8250456659E-01    0.9225383795E-02    0.3365004996E+00
    0.7000000000E+02    0.9271109502E-01    0.1284438091E-01    0.3786924010E+00
    0.9000000000E+02    0.9953290609E-01    0.1642372297E-01    0.4070823872E+00
    0.1100000000E+03    0.1044069027E+00    0.1996406020E-01    0.4275055350E+00
    0.1300000000E+03    0.1080583378E+00    0.2346602867E-01    0.4429129657E+00
    0.1500000000E+03    0.1108926623E+00    0.2693025069E-01    0.4549578156E+00
    0.1700000000E+03    0.1131541989E+00    0.3035733515E-01    0.4646382534E+00
    0.1900000000E+03    0.1149988957E+00    0.3374787792E-01    0.4725926735E+00
    0.2100000000E+03    0.1165309381E+00    0.3710246217E-01    0.4792484256E+00
    0.2300000000E+03    0.1178225590E+00    0.4042165872E-01    0.4849023899E+00
    0.2500000000E+03    0.1189254027E+00    0.4370602636E-01    0.4897672512E+00
    0.2700000000E+03    0.1198773629E+00    0.4695611217E-01    0.4939993802E+00
    0.2900000000E+03    0.1207068676E+00    0.5017245182E-01    0.4977163221E+00
    0.3100000000E+03    0.1214356563E+00    0.5335556986E-01    0.5010081478E+00
    0.3300000000E+03    0.1220806343E+00    0.5650598002E-01    0.5039450413E+00
    0.3500000000E+03    0.1226551434E+00    0.5962418550E-01    0.5065825047E+00
    0.3700000000E+03    0.1231698519E+00    0.6271067921E-01    0.5089650086E+00
    0.3900000000E+03    0.1236333909E+00    0.6576594402E-01    0.5111286052E+00
    0.4100000000E+03    0.1240528172E+00    0.6879045308E-01    0.5131028316E+00
    0.4300000000E+03    0.1244339557E+00    0.7178466999E-01    0.5149121194E+00
    0.4500000000E+03    0.1247816565E+00    0.7474904909E-01    0.5165768526E+00
    0.4700000000E+03    0.1250999897E+00    0.7768403565E-01    0.5181141739E+00
    0.4900000000E+03    0.1253923960E+00    0.8059006614E-01    0.5195386046E+00
    0.1000000000E+03    0.1021577093E+00    0.1819872711E-01    0.4180634129E+00
    0.3000000000E+03    0.1210826987E+00    0.5176813118E-01    0.4994105921E+00
    0.5000000000E+03    0.1255298088E+00    0.8203235689E-01    0.5202124283E+00
    0.7000000000E+03    0.1274410643E+00    0.1094579797E+00    0.5299878609E+00
    0.9000000000E+03    0.1284727418E+00    0.1344276392E+00    0.5357817826E+00
    0.1100000000E+04    0.1291018308E+00    0.1572581059E+00    0.5396729689E+00
    0.1300000000E+04    0.1295155092E+00    0.1782138738E+00    0.5424980470E+00
    0.1500000000E+04    0.1298016575E+00    0.1975175202E+00    0.5446604928E+00
    0.1700000000E+04    0.1300067401E+00    0.2153576950E+00    0.5463798046E+00
    0.1900000000E+04    0.1301575020E+00    0.2318953507E+00    0.5477862061E+00
    0.2100000000E+04    0.1302703550E+00    0.2472686466E+00    0.5489621937E+00
    0.2300000000E+04    0.1303558861E+00    0.2615968478E+00    0.5499627869E+00
    0.2500000000E+04    0.1304212045E+00    0.2749834496E+00    0.5508262325E+00
    0.2700000000E+04    0.1304712439E+00    0.2875187013E+00    0.5515800390E+00
    0.2900000000E+04    0.1305095242E+00    0.2992816612E+00    0.5522445628E+00
    0.3100000000E+04    0.1305386153E+00    0.3103418794E+00    0.5528352355E+00
    0.3300000000E+04    0.1305604321E+00    0.3207607866E+00    0.5533639995E+00
    0.3500000000E+04    0.1305764259E+00    0.3305928459E+00    0.5538402636E+00
    0.3700000000E+04    0.1305877139E+00    0.3398865138E+00    0.5542715567E+00
    0.3900000000E+04    0.1305951673E+00    0.3486850468E+00    0.5546639867E+00
    0.4100000000E+04    0.1305994739E+00    0.3570271811E+00    0.5550225690E+00
    0.4300000000E+04    0.1306011821E+00    0.3649477083E+00    0.5553514664E+00
    0.4500000000E+04    0.1306007338E+00    0.3724779655E+00    0.5556541675E+00
    0.4700000000E+04    0.1305984876E+00    0.3796462537E+00    0.5559336213E+00
    0.4900000000E+04    0.1305947373E+00    0.3864781976E+00    0.5561923403E+00
    0.1000000000E+04    0.1288224409E+00    0.1460926503E+00    0.5378978814E+00
    0.3000000000E+04    0.1305250860E+00    0.3048955978E+00    0.5525483154E+00
    0.5000000000E+04    0.1305923754E+00    0.3897753932E+00    0.5563146101E+00
    0.7000000000E+04    0.1305070804E+00    0.4427049605E+00    0.5580637403E+00
