     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3165777083E-02    0.1120746716E-02    0.3424740817E-02
    0.3000000000E+01    0.9317197002E-02    0.3351206402E-02    0.1008028677E-01
    0.5000000000E+01    0.1523959713E-01    0.5567074741E-02    0.1648924706E-01
    0.7000000000E+01    0.2094551371E-01    0.7768494466E-02    0.2266509783E-01
    0.9000000000E+01    0.2644658474E-01    0.9955606450E-02    0.2862035041E-01
    0.1100000000E+02    0.3175362906E-01    0.1212854974E-01    0.3436663620E-01
    0.1300000000E+02    0.3687671713E-01    0.1428746160E-01    0.3991478269E-01
    0.1500000000E+02    0.4182523463E-01    0.1643247751E-01    0.4527488170E-01
    0.1700000000E+02    0.4660793969E-01    0.1856373121E-01    0.5045635091E-01
    0.1900000000E+02    0.5123301449E-01    0.2068135474E-01    0.5546798915E-01
    0.2100000000E+02    0.5570811179E-01    0.2278547846E-01    0.6031802647E-01
    0.2300000000E+02    0.6004039707E-01    0.2487623107E-01    0.6501416937E-01
    0.2500000000E+02    0.6423658674E-01    0.2695373961E-01    0.6956364178E-01
    0.2700000000E+02    0.6830298272E-01    0.2901812957E-01    0.7397322224E-01
    0.2900000000E+02    0.7224550394E-01    0.3106952481E-01    0.7824927775E-01
    0.3100000000E+02    0.7606971501E-01    0.3310804767E-01    0.8239779450E-01
    0.3300000000E+02    0.7978085231E-01    0.3513381893E-01    0.8642440596E-01
    0.3500000000E+02    0.8338384786E-01    0.3714695788E-01    0.9033441846E-01
    0.3700000000E+02    0.8688335109E-01    0.3914758234E-01    0.9413283460E-01
    0.3900000000E+02    0.9028374881E-01    0.4113580864E-01    0.9782437472E-01
    0.4100000000E+02    0.9358918347E-01    0.4311175169E-01    0.1014134965E+00
    0.4300000000E+02    0.9680356996E-01    0.4507552498E-01    0.1049044129E+00
    0.4500000000E+02    0.9993061100E-01    0.4702724061E-01    0.1083011091E+00
