     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2051996360E-02    0.1870461117E-03    0.2331166350E-01
    0.3000000000E+01    0.5730353762E-02    0.5608205064E-03    0.6512281744E-01
    0.5000000000E+01    0.8932716659E-02    0.9341717348E-03    0.1015508589E+00
    0.7000000000E+01    0.1174563041E-01    0.1307100521E-02    0.1335729591E+00
    0.9000000000E+01    0.1423587141E-01    0.1679607586E-02    0.1619432614E+00
    0.1100000000E+02    0.1645578537E-01    0.2051693651E-02    0.1872530776E+00
    0.1300000000E+02    0.1844698467E-01    0.2423359433E-02    0.2099725855E+00
    0.1500000000E+02    0.2024296450E-01    0.2794605647E-02    0.2304803372E+00
    0.1700000000E+02    0.2187098940E-01    0.3165433008E-02    0.2490845426E+00
    0.1900000000E+02    0.2335347722E-01    0.3535842227E-02    0.2660386829E+00
    0.2100000000E+02    0.2470902985E-01    0.3905834016E-02    0.2815531423E+00
    0.2300000000E+02    0.2595321172E-01    0.4275409083E-02    0.2958039945E+00
    0.2500000000E+02    0.2709914525E-01    0.4644568134E-02    0.3089397228E+00
    0.2700000000E+02    0.2815797145E-01    0.5013311877E-02    0.3210864212E+00
    0.2900000000E+02    0.2913921018E-01    0.5381641013E-02    0.3323518608E+00
    0.3100000000E+02    0.3005104452E-01    0.5749556246E-02    0.3428287022E+00
    0.3300000000E+02    0.3090054732E-01    0.6117058275E-02    0.3525970532E+00
    0.3500000000E+02    0.3169386323E-01    0.6484147801E-02    0.3617265260E+00
    0.3700000000E+02    0.3243635608E-01    0.6850825519E-02    0.3702779007E+00
    0.3900000000E+02    0.3313272896E-01    0.7217092126E-02    0.3783044837E+00
    0.4100000000E+02    0.3378712291E-01    0.7582948315E-02    0.3858532220E+00
    0.4300000000E+02    0.3440319836E-01    0.7948394780E-02    0.3929656240E+00
    0.4500000000E+02    0.3498420291E-01    0.8313432211E-02    0.3996785251E+00
    0.4700000000E+02    0.3553302780E-01    0.8678061297E-02    0.4060247273E+00
    0.4900000000E+02    0.3605225555E-01    0.9042282727E-02    0.4120335366E+00
    0.1000000000E+02    0.1537680184E-01    0.1865703199E-02    0.1749488989E+00
    0.3000000000E+02    0.2960333715E-01    0.5565650324E-02    0.3376835816E+00
    0.5000000000E+02    0.3630150310E-01    0.9224240785E-02    0.4149197341E+00
    0.7000000000E+02    0.4018395260E-01    0.1284216719E-01    0.4600561179E+00
    0.9000000000E+02    0.4271110733E-01    0.1642010662E-01    0.4896837678E+00
    0.1100000000E+03    0.4448323491E-01    0.1995872120E-01    0.5106391979E+00
    0.1300000000E+03    0.4579220341E-01    0.2345865845E-01    0.5262547958E+00
    0.1500000000E+03    0.4679689048E-01    0.2692055175E-01    0.5383490196E+00
    0.1700000000E+03    0.4759113022E-01    0.3034502072E-01    0.5479985059E+00
    0.1900000000E+03    0.4823387853E-01    0.3373267155E-01    0.5558813686E+00
    0.2100000000E+03    0.4876402299E-01    0.3708409743E-01    0.5624459946E+00
    0.2300000000E+03    0.4920824118E-01    0.4039987882E-01    0.5680007429E+00
    0.2500000000E+03    0.4958543694E-01    0.4368058387E-01    0.5727646572E+00
    0.2700000000E+03    0.4990937484E-01    0.4692676869E-01    0.5768976260E+00
    0.2900000000E+03    0.5019031222E-01    0.5013897766E-01    0.5805190937E+00
