     Pressure (Pa)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1037677346E-02    0.7475706261E-03    0.1683979268E-01
    0.3000000000E+01    0.2958187082E-02    0.2237772932E-02    0.4801859188E-01
    0.5000000000E+01    0.4696628178E-02    0.3721426187E-02    0.7625632561E-01
    0.7000000000E+01    0.6277650601E-02    0.5198573507E-02    0.1019505383E+00
    0.9000000000E+01    0.7721649637E-02    0.6669257629E-02    0.1254302114E+00
    0.1100000000E+02    0.9045645645E-02    0.8133520918E-02    0.1469699340E+00
    0.1300000000E+02    0.1026395422E-01    0.9591405366E-02    0.1668006977E+00
    0.1500000000E+02    0.1138870279E-01    0.1104295260E-01    0.1851182193E+00
    0.1700000000E+02    0.1243023318E-01    0.1248820389E-01    0.2020894268E+00
    0.1900000000E+02    0.1339741846E-01    0.1392720014E-01    0.2178575651E+00
    0.2100000000E+02    0.1429791470E-01    0.1535998190E-01    0.2325462524E+00
    0.2300000000E+02    0.1513836257E-01    0.1678658938E-01    0.2462627302E+00
    0.2500000000E+02    0.1592455026E-01    0.1820706243E-01    0.2591004884E+00
    0.2700000000E+02    0.1666154596E-01    0.1962144057E-01    0.2711414012E+00
    0.2900000000E+02    0.1735380636E-01    0.2102976298E-01    0.2824574769E+00
    0.3100000000E+02    0.1800526618E-01    0.2243206849E-01    0.2931123003E+00
    0.3300000000E+02    0.1861941234E-01    0.2382839562E-01    0.3031622295E+00
    0.3500000000E+02    0.1919934592E-01    0.2521878254E-01    0.3126573944E+00
    0.3700000000E+02    0.1974783401E-01    0.2660326711E-01    0.3216425338E+00
    0.3900000000E+02    0.2026735352E-01    0.2798188687E-01    0.3301577014E+00
    0.4100000000E+02    0.2076012821E-01    0.2935467903E-01    0.3382388632E+00
    0.4300000000E+02    0.2122816021E-01    0.3072168050E-01    0.3459184059E+00
    0.4500000000E+02    0.2167325695E-01    0.3208292787E-01    0.3532255720E+00
    0.4700000000E+02    0.2209705424E-01    0.3343845743E-01    0.3601868316E+00
    0.4900000000E+02    0.2250103616E-01    0.3478830514E-01    0.3668262036E+00
    0.1000000000E+02    0.8397696595E-02    0.7402189245E-02    0.1364272155E+00
    0.3000000000E+02    0.1768440869E-01    0.2173166543E-01    0.2878638659E+00
    0.5000000000E+02    0.2269602292E-01    0.3546110947E-01    0.3700320866E+00
    0.7000000000E+02    0.2582583248E-01    0.4862746560E-01    0.4216288501E+00
    0.9000000000E+02    0.2796260282E-01    0.6126470525E-01    0.4570501349E+00
    0.1100000000E+03    0.2951201343E-01    0.7340412041E-01    0.4828785361E+00
    0.1300000000E+03    0.3068550965E-01    0.8507458274E-01    0.5025509593E+00
    0.1500000000E+03    0.3160406952E-01    0.9630277317E-01    0.5180372444E+00
    0.1700000000E+03    0.3234188383E-01    0.1071133859E+00    0.5305475183E+00
    0.1900000000E+03    0.3294696416E-01    0.1175293098E+00    0.5408662701E+00
