     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.1415440962E-01    0.1045720326E-02
    0.3000000000E+01    0.4070416145E-01    0.3025259560E-02
    0.5000000000E+01    0.6514064647E-01    0.4869887367E-02
    0.7000000000E+01    0.8770533428E-01    0.6594486868E-02
    0.9000000000E+01    0.1086042756E+00    0.8211779571E-02
    0.1100000000E+02    0.1280143673E+00    0.9732707481E-02
    0.1300000000E+02    0.1460883331E+00    0.1116673658E-01
    0.1500000000E+02    0.1629587158E+00    0.1252209995E-01
    0.1700000000E+02    0.1787411044E+00    0.1380599418E-01
    0.1900000000E+02    0.1935367605E+00    0.1502473917E-01
    0.2100000000E+02    0.2074347708E+00    0.1618390914E-01
    0.2300000000E+02    0.2205138236E+00    0.1728844066E-01
    0.2500000000E+02    0.2328436824E+00    0.1834272234E-01
    0.2700000000E+02    0.2444864160E+00    0.1935066975E-01
    0.2900000000E+02    0.2554974303E+00    0.2031578825E-01
    0.3100000000E+02    0.2659263393E+00    0.2124122601E-01
    0.3300000000E+02    0.2758177017E+00    0.2212981901E-01
    0.3500000000E+02    0.2852116490E+00    0.2298412929E-01
    0.3700000000E+02    0.2941444215E+00    0.2380647774E-01
    0.3900000000E+02    0.3026488285E+00    0.2459897221E-01
    0.4100000000E+02    0.3107546450E+00    0.2536353177E-01
    0.4300000000E+02    0.3184889540E+00    0.2610190770E-01
    0.4500000000E+02    0.3258764441E+00    0.2681570173E-01
    0.4700000000E+02    0.3329396682E+00    0.2750638193E-01
    0.4900000000E+02    0.3396992691E+00    0.2817529656E-01
    0.1000000000E+02    0.1184853669E+00    0.8983666013E-02
    0.3000000000E+02    0.2607817524E+00    0.2078328313E-01
    0.5000000000E+02    0.3429711889E+00    0.2850198341E-01
    0.7000000000E+02    0.3963223423E+00    0.3414737933E-01
    0.9000000000E+02    0.4336389376E+00    0.3857086204E-01
    0.1100000000E+03    0.4611324406E+00    0.4220104485E-01
    0.1300000000E+03    0.4821789301E+00    0.4527986236E-01
    0.1500000000E+03    0.4987701737E+00    0.4795557736E-01
    0.1700000000E+03    0.5121565704E+00    0.5032486529E-01
    0.1900000000E+03    0.5231623545E+00    0.5245389962E-01
    0.2100000000E+03    0.5323526661E+00    0.5438977822E-01
    0.2300000000E+03    0.5401277852E+00    0.5616711405E-01
    0.2500000000E+03    0.5467790562E+00    0.5781203535E-01
    0.2700000000E+03    0.5525235114E+00    0.5934471855E-01
    0.2900000000E+03    0.5575260904E+00    0.6078105071E-01
    0.3100000000E+03    0.5619143456E+00    0.6213375458E-01
    0.3300000000E+03    0.5657884376E+00    0.6341317069E-01
    0.3500000000E+03    0.5692280913E+00    0.6462781370E-01
    0.3700000000E+03    0.5722975371E+00    0.6578477648E-01
    0.3900000000E+03    0.5750490868E+00    0.6689002900E-01
    0.4100000000E+03    0.5775257649E+00    0.6794864304E-01
    0.4300000000E+03    0.5797632734E+00    0.6896496366E-01
    0.4500000000E+03    0.5817914784E+00    0.6994274185E-01
    0.4700000000E+03    0.5836355501E+00    0.7088523824E-01
    0.4900000000E+03    0.5853168463E+00    0.7179530532E-01
    0.1000000000E+03    0.4483589651E+00    0.4046707598E-01
    0.3000000000E+03    0.5597901998E+00    0.6146716147E-01
    0.5000000000E+03    0.5861022586E+00    0.7223897411E-01
    0.7000000000E+03    0.5965456267E+00    0.7988716641E-01
    0.9000000000E+03    0.6014769375E+00    0.8595880186E-01
    0.1100000000E+04    0.6039283351E+00    0.9105893100E-01
    0.1300000000E+04    0.6050905093E+00    0.9549148637E-01
    0.1500000000E+04    0.6055183847E+00    0.9943265171E-01
    0.1700000000E+04    0.6055016043E+00    0.1029945591E+00
    0.1900000000E+04    0.6052040230E+00    0.1062534374E+00
    0.2100000000E+04    0.6047240641E+00    0.1092637120E+00
    0.2300000000E+04    0.6041236365E+00    0.1120657435E+00
    0.2500000000E+04    0.6034431163E+00    0.1146903800E+00
    0.2700000000E+04    0.6027096044E+00    0.1171617871E+00
    0.2900000000E+04    0.6019417151E+00    0.1194992872E+00
    0.3100000000E+04    0.6011524697E+00    0.1217185995E+00
