     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.1585496563E-02    0.9438681427E-02
    0.3000000000E+01    0.4631141464E-02    0.2745036484E-01
    0.5000000000E+01    0.7522523274E-02    0.4439492976E-01
    0.7000000000E+01    0.1027344877E-01    0.6036615129E-01
    0.9000000000E+01    0.1289610175E-01    0.7544708173E-01
    0.1100000000E+02    0.1540127320E-01    0.8971154259E-01
    0.1300000000E+02    0.1779855366E-01    0.1032253741E+00
    0.1500000000E+02    0.2009649468E-01    0.1160474869E+00
    0.1700000000E+02    0.2230274508E-01    0.1282307522E+00
    0.1900000000E+02    0.2442416640E-01    0.1398227569E+00
    0.2100000000E+02    0.2646693122E-01    0.1508664497E+00
    0.2300000000E+02    0.2843660714E-01    0.1614006932E+00
    0.2500000000E+02    0.3033822889E-01    0.1714607397E+00
    0.2700000000E+02    0.3217636039E-01    0.1810786419E+00
    0.2900000000E+02    0.3395514840E-01    0.1902836083E+00
    0.3100000000E+02    0.3567836905E-01    0.1991023130E+00
    0.3300000000E+02    0.3734946827E-01    0.2075591651E+00
    0.3500000000E+02    0.3897159711E-01    0.2156765446E+00
    0.3700000000E+02    0.4054764268E-01    0.2234750099E+00
    0.3900000000E+02    0.4208025521E-01    0.2309734796E+00
    0.4100000000E+02    0.4357187191E-01    0.2381893932E+00
    0.4300000000E+02    0.4502473805E-01    0.2451388536E+00
    0.4500000000E+02    0.4644092558E-01    0.2518367528E+00
    0.4700000000E+02    0.4782234956E-01    0.2582968843E+00
    0.4900000000E+02    0.4917078289E-01    0.2645320426E+00
    0.1000000000E+02    0.1416274714E-01    0.8267708198E-01
    0.3000000000E+02    0.3482348198E-01    0.1947396676E+00
    0.5000000000E+02    0.4983314647E-01    0.2675690039E+00
    0.7000000000E+02    0.6169018451E-01    0.3189765307E+00
    0.9000000000E+02    0.7155074840E-01    0.3573660679E+00
    0.1100000000E+03    0.8002845053E-01    0.3872300565E+00
    0.1300000000E+03    0.8748367068E-01    0.4111929638E+00
    0.1500000000E+03    0.9414534707E-01    0.4308935253E+00
    0.1700000000E+03    0.1001683022E+00    0.4474094349E+00
    0.1900000000E+03    0.1056626691E+00    0.4614795062E+00
    0.2100000000E+03    0.1107100918E+00    0.4736277943E+00
    0.2300000000E+03    0.1153731778E+00    0.4842367550E+00
    0.2500000000E+03    0.1197012935E+00    0.4935923213E+00
    0.2700000000E+03    0.1237342722E+00    0.5019127388E+00
    0.2900000000E+03    0.1275048757E+00    0.5093676112E+00
    0.3100000000E+03    0.1310404847E+00    0.5160908345E+00
    0.3300000000E+03    0.1343642924E+00    0.5221895954E+00
    0.3500000000E+03    0.1374961703E+00    0.5277507686E+00
    0.3700000000E+03    0.1404533099E+00    0.5328455504E+00
    0.3900000000E+03    0.1432507095E+00    0.5375328738E+00
    0.4100000000E+03    0.1459015494E+00    0.5418619634E+00
    0.4300000000E+03    0.1484174855E+00    0.5458742743E+00
    0.4500000000E+03    0.1508088839E+00    0.5496049812E+00
    0.4700000000E+03    0.1530850089E+00    0.5530841363E+00
    0.4900000000E+03    0.1552541773E+00    0.5563375781E+00
    0.1000000000E+03    0.7593588059E-01    0.3731694895E+00
    0.3000000000E+03    0.1293005182E+00    0.5128134391E+00
    0.5000000000E+03    0.1563010242E+00    0.5578867594E+00
    0.7000000000E+03    0.1731062474E+00    0.5811318405E+00
    0.9000000000E+03    0.1845906393E+00    0.5956211244E+00
    0.1100000000E+04    0.1929198116E+00    0.6056476373E+00
    0.1300000000E+04    0.1992217926E+00    0.6130633993E+00
    0.1500000000E+04    0.2041447954E+00    0.6188074437E+00
    0.1700000000E+04    0.2080882334E+00    0.6234102610E+00
    0.1900000000E+04    0.2113116287E+00    0.6271958133E+00
    0.2100000000E+04    0.2139908494E+00    0.6303739471E+00
    0.2300000000E+04    0.2162492308E+00    0.6330870197E+00
    0.2500000000E+04    0.2181757715E+00    0.6354352697E+00
    0.2700000000E+04    0.2198362647E+00    0.6374914786E+00
    0.2900000000E+04    0.2212803686E+00    0.6393098685E+00
    0.3100000000E+04    0.2225462448E+00    0.6409317290E+00
    0.3300000000E+04    0.2236636872E+00    0.6423890998E+00
    0.3500000000E+04    0.2246562844E+00    0.6437072545E+00
    0.3700000000E+04    0.2255429459E+00    0.6449064188E+00
    0.3900000000E+04    0.2263390003E+00    0.6460029865E+00
    0.4100000000E+04    0.2270569995E+00    0.6470103976E+00
    0.4300000000E+04    0.2277073159E+00    0.6479397839E+00
    0.4500000000E+04    0.2282985921E+00    0.6488004502E+00
    0.4700000000E+04    0.2288380847E+00    0.6496002400E+00
    0.4900000000E+04    0.2293319291E+00    0.6503458151E+00
    0.1000000000E+04    0.1890637830E+00    0.6010453949E+00
    0.3000000000E+04    0.2219335560E+00    0.6401431793E+00
    0.5000000000E+04    0.2295633958E+00    0.6507000855E+00
    0.7000000000E+04    0.2327301493E+00    0.6559699235E+00
    0.9000000000E+04    0.2343794354E+00    0.6592292981E+00
    0.1100000000E+05    0.2353507743E+00    0.6614852442E+00
    0.1300000000E+05    0.2359682876E+00    0.6631594790E+00
    0.1500000000E+05    0.2363814478E+00    0.6644625365E+00
    0.1700000000E+05    0.2366678454E+00    0.6655123471E+00
    0.1900000000E+05    0.2368713281E+00    0.6663806001E+00
    0.2100000000E+05    0.2370183161E+00    0.6671136303E+00
    0.2300000000E+05    0.2371255472E+00    0.6677428492E+00
    0.2500000000E+05    0.2372040614E+00    0.6682903825E+00
    0.2700000000E+05    0.2372613855E+00    0.6687723116E+00
    0.2900000000E+05    0.2373027950E+00    0.6692006354E+00
    0.3100000000E+05    0.2373320748E+00    0.6695845076E+00
    0.3300000000E+05    0.2373519955E+00    0.6699310460E+00
    0.3500000000E+05    0.2373646204E+00    0.6702458781E+00
    0.3700000000E+05    0.2373715098E+00    0.6705335177E+00
    0.3900000000E+05    0.2373738589E+00    0.6707976326E+00
    0.4100000000E+05    0.2373725941E+00    0.6710412368E+00
    0.4300000000E+05    0.2373684412E+00    0.6712668333E+00
    0.4500000000E+05    0.2373619736E+00    0.6714765194E+00
    0.4700000000E+05    0.2373536483E+00    0.6716720672E+00
    0.4900000000E+05    0.2373438321E+00    0.6718549859E+00
    0.1000000000E+05    0.2349234605E+00    0.6604490895E+00
    0.3000000000E+05    0.2373187584E+00    0.6693976427E+00
    0.5000000000E+05    0.2373384598E+00    0.6719421211E+00
    0.7000000000E+05    0.2372010223E+00    0.6732569030E+00
    0.9000000000E+05    0.2370564708E+00    0.6740906755E+00
    0.1100000000E+06    0.2369261131E+00    0.6746790810E+00
    0.1300000000E+06    0.2368117378E+00    0.6751227162E+00
    0.1500000000E+06    0.2367115140E+00    0.6754726120E+00
    0.1700000000E+06    0.2366231818E+00    0.6757577459E+00
    0.1900000000E+06    0.2365447392E+00    0.6759959427E+00
    0.2100000000E+06    0.2364745434E+00    0.6761988442E+00
    0.2300000000E+06    0.2364112742E+00    0.6763744164E+00
    0.2500000000E+06    0.2363538727E+00    0.6765283176E+00
    0.2700000000E+06    0.2363014855E+00    0.6766646918E+00
    0.2900000000E+06    0.2362534190E+00    0.6767866526E+00
    0.3100000000E+06    0.2362091046E+00    0.6768965906E+00
    0.3300000000E+06    0.2361680723E+00    0.6769963757E+00
    0.3500000000E+06    0.2361299299E+00    0.6770874945E+00
    0.3700000000E+06    0.2360943474E+00    0.6771711454E+00
    0.3900000000E+06    0.2360610454E+00    0.6772483069E+00
    0.4100000000E+06    0.2360297854E+00    0.6773197870E+00
    0.4300000000E+06    0.2360003623E+00    0.6773862592E+00
    0.4500000000E+06    0.2359725989E+00    0.6774482902E+00
    0.4700000000E+06    0.2359463411E+00    0.6775063609E+00
    0.4900000000E+06    0.2359214543E+00    0.6775608820E+00
    0.1000000000E+06    0.2369892469E+00    0.6744075687E+00
    0.3000000000E+06    0.2362308242E+00    0.6768429972E+00
    0.5000000000E+06    0.2359094875E+00    0.6775869239E+00
    0.7000000000E+06    0.2357197661E+00    0.6779860129E+00
    0.9000000000E+06    0.2355899070E+00    0.6782462646E+00
    0.1100000000E+07    0.2354933291E+00    0.6784343012E+00
    0.1300000000E+07    0.2354175658E+00    0.6785790918E+00
    0.1500000000E+07    0.2353558741E+00    0.6786955383E+00
    0.1700000000E+07    0.2353042377E+00    0.6787921986E+00
    0.1900000000E+07    0.2352600919E+00    0.6788743872E+00
    0.2100000000E+07    0.2352217097E+00    0.6789456035E+00
    0.2300000000E+07    0.2351878789E+00    0.6790082598E+00
    0.2500000000E+07    0.2351577195E+00    0.6790640807E+00
    0.2700000000E+07    0.2351305748E+00    0.6791143369E+00
    0.2900000000E+07    0.2351059428E+00    0.6791599883E+00
    0.3100000000E+07    0.2350834327E+00    0.6792017757E+00
    0.3300000000E+07    0.2350627344E+00    0.6792402816E+00
    0.3500000000E+07    0.2350435985E+00    0.6792759708E+00
    0.3700000000E+07    0.2350258218E+00    0.6793092200E+00
    0.3900000000E+07    0.2350092365E+00    0.6793403379E+00
    0.4100000000E+07    0.2349937028E+00    0.6793695803E+00
    0.4300000000E+07    0.2349791033E+00    0.6793971614E+00
    0.4500000000E+07    0.2349653383E+00    0.6794232621E+00
    0.4700000000E+07    0.2349523225E+00    0.6794480363E+00
    0.4900000000E+07    0.2349399825E+00    0.6794716162E+00
    0.1000000000E+07    0.2355384272E+00    0.6783470212E+00
    0.3000000000E+07    0.2350944435E+00    0.6791813255E+00
    0.5000000000E+07    0.2349340458E+00    0.6794829944E+00
    0.7000000000E+07    0.2348390526E+00    0.6796688108E+00
    0.9000000000E+07    0.2347719150E+00    0.6798057672E+00
    0.1100000000E+08    0.2347198515E+00    0.6799162302E+00
    0.1300000000E+08    0.2346771096E+00    0.6800101938E+00
    0.1500000000E+08    0.2346406503E+00    0.6800929295E+00
    0.1700000000E+08    0.2346086888E+00    0.6801675377E+00
    0.1900000000E+08    0.2345800948E+00    0.6802359884E+00
    0.2100000000E+08    0.2345541107E+00    0.6802996084E+00
    0.2300000000E+08    0.2345302057E+00    0.6803593323E+00
    0.2500000000E+08    0.2345079946E+00    0.6804158429E+00
    0.2700000000E+08    0.2344871893E+00    0.6804696537E+00
    0.2900000000E+08    0.2344675693E+00    0.6805211609E+00
    0.3100000000E+08    0.2344489620E+00    0.6805706767E+00
    0.3300000000E+08    0.2344312301E+00    0.6806184511E+00
