     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.9464775182E-02    0.4187406315E-02
    0.3000000000E+01    0.2737356857E-01    0.1213802805E-01
    0.5000000000E+01    0.4403939186E-01    0.1957317208E-01
    0.7000000000E+01    0.5958707798E-01    0.2654563828E-01
    0.9000000000E+01    0.7412510925E-01    0.3310112437E-01
    0.1100000000E+02    0.8774823526E-01    0.3927938879E-01
    0.1300000000E+02    0.1005395996E+00    0.4511519177E-01
    0.1500000000E+02    0.1125724803E+00    0.5063906230E-01
    0.1700000000E+02    0.1239117239E+00    0.5587792776E-01
    0.1900000000E+02    0.1346149344E+00    0.6085563385E-01
    0.2100000000E+02    0.1447334655E+00    0.6559337676E-01
    0.2300000000E+02    0.1543132528E+00    0.7011006428E-01
    0.2500000000E+02    0.1633955150E+00    0.7442261919E-01
    0.2700000000E+02    0.1720173492E+00    0.7854623547E-01
    0.2900000000E+02    0.1802122368E+00    0.8249459559E-01
    0.3100000000E+02    0.1880104768E+00    0.8628005576E-01
    0.3300000000E+02    0.1954395571E+00    0.8991380446E-01
    0.3500000000E+02    0.2025244759E+00    0.9340599856E-01
    0.3700000000E+02    0.2092880182E+00    0.9676588088E-01
    0.3900000000E+02    0.2157509975E+00    0.1000018818E+00
    0.4100000000E+02    0.2219324652E+00    0.1031217078E+00
    0.4300000000E+02    0.2278498943E+00    0.1061324182E+00
    0.4500000000E+02    0.2335193405E+00    0.1090404927E+00
    0.4700000000E+02    0.2389555833E+00    0.1118518902E+00
    0.4900000000E+02    0.2441722513E+00    0.1145721011E+00
    0.1000000000E+02    0.8104558898E-01    0.3623512937E-01
    0.3000000000E+02    0.1841591579E+00    0.8440696322E-01
    0.5000000000E+02    0.2467022163E+00    0.1158996104E+00
    0.7000000000E+02    0.2883712839E+00    0.1387071230E+00
    0.9000000000E+02    0.3178916056E+00    0.1563395842E+00
    0.1100000000E+03    0.3397321428E+00    0.1705982357E+00
    0.1300000000E+03    0.3564198087E+00    0.1825110645E+00
    0.1500000000E+03    0.3694904248E+00    0.1927120039E+00
    0.1700000000E+03    0.3799304859E+00    0.2016157753E+00
    0.1900000000E+03    0.3884019865E+00    0.2095066297E+00
    0.2100000000E+03    0.3953652444E+00    0.2165868767E+00
    0.2300000000E+03    0.4011499229E+00    0.2230050567E+00
    0.2500000000E+03    0.4059980616E+00    0.2288731178E+00
    0.2700000000E+03    0.4100911864E+00    0.2342773272E+00
    0.2900000000E+03    0.4135679667E+00    0.2392854469E+00
    0.3100000000E+03    0.4165360502E+00    0.2439515968E+00
    0.3300000000E+03    0.4190801946E+00    0.2483196374E+00
    0.3500000000E+03    0.4212679795E+00    0.2524255763E+00
    0.3700000000E+03    0.4231538969E+00    0.2562993163E+00
    0.3900000000E+03    0.4247823324E+00    0.2599659468E+00
    0.4100000000E+03    0.4261897706E+00    0.2634467148E+00
    0.4300000000E+03    0.4274064520E+00    0.2667597647E+00
    0.4500000000E+03    0.4284576314E+00    0.2699207097E+00
    0.4700000000E+03    0.4293645463E+00    0.2729430788E+00
    0.4900000000E+03    0.4301451705E+00    0.2758386695E+00
    0.1000000000E+03    0.3295831604E+00    0.1638141659E+00
    0.3000000000E+03    0.4151098382E+00    0.2416583183E+00
    0.5000000000E+03    0.4304929958E+00    0.2772422070E+00
    0.7000000000E+03    0.4335521589E+00    0.3006131841E+00
    0.9000000000E+03    0.4328602795E+00    0.3180868145E+00
    0.1100000000E+04    0.4307812860E+00    0.3320575549E+00
    0.1300000000E+04    0.4281670999E+00    0.3436966330E+00
    0.1500000000E+04    0.4253729908E+00    0.3536672638E+00
    0.1700000000E+04    0.4225597234E+00    0.3623827345E+00
    0.1900000000E+04    0.4198026624E+00    0.3701186250E+00
    0.2100000000E+04    0.4171366678E+00    0.3770682000E+00
    0.2300000000E+04    0.4145763799E+00    0.3833723983E+00
    0.2500000000E+04    0.4121260398E+00    0.3891372545E+00
    0.2700000000E+04    0.4097844955E+00    0.3944446009E+00
    0.2900000000E+04    0.4075478494E+00    0.3993589445E+00
    0.3100000000E+04    0.4054108970E+00    0.4039320544E+00
    0.3300000000E+04    0.4033679181E+00    0.4082061203E+00
    0.3500000000E+04    0.4014131128E+00    0.4122159856E+00
    0.3700000000E+04    0.3995408379E+00    0.4159907636E+00
    0.3900000000E+04    0.3977457283E+00    0.4195550314E+00
    0.4100000000E+04    0.3960227533E+00    0.4229297270E+00
    0.4300000000E+04    0.3943672355E+00    0.4261328347E+00
    0.4500000000E+04    0.3927748474E+00    0.4291799163E+00
    0.4700000000E+04    0.3912415970E+00    0.4320845274E+00
    0.4900000000E+04    0.3897638078E+00    0.4348585478E+00
    0.1000000000E+04    0.4319232486E+00    0.3254201529E+00
    0.3000000000E+04    0.4064672633E+00    0.4016853220E+00
    0.5000000000E+04    0.3890446428E+00    0.4361999071E+00
    0.7000000000E+04    0.3768833994E+00    0.4581655268E+00
    0.9000000000E+04    0.3677090207E+00    0.4740359292E+00
    0.1100000000E+05    0.3604219156E+00    0.4863230080E+00
    0.1300000000E+05    0.3544240845E+00    0.4962640499E+00
    0.1500000000E+05    0.3493576701E+00    0.5045576254E+00
    0.1700000000E+05    0.3449927410E+00    0.5116355158E+00
    0.1900000000E+05    0.3411733607E+00    0.5177824987E+00
    0.2100000000E+05    0.3377892111E+00    0.5231958307E+00
