     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)
    0.1000000000E+01    0.1103111322E-01    0.3139422678E-02
    0.3000000000E+01    0.3184250166E-01    0.9094255523E-02
    0.5000000000E+01    0.5113705889E-01    0.1465640384E-01
    0.7000000000E+01    0.6907366445E-01    0.1986714714E-01
    0.9000000000E+01    0.8578965988E-01    0.2476206080E-01
    0.1100000000E+02    0.1014043976E+00    0.2937197559E-01
    0.1300000000E+02    0.1160221071E+00    0.3372374909E-01
    0.1500000000E+02    0.1297342279E+00    0.3784089080E-01
    0.1700000000E+02    0.1426213213E+00    0.4174407248E-01
    0.1900000000E+02    0.1547546480E+00    0.4545154741E-01
    0.2100000000E+02    0.1661974779E+00    0.4897949722E-01
    0.2300000000E+02    0.1770061833E+00    0.5234232048E-01
    0.2500000000E+02    0.1872311575E+00    0.5555287403E-01
    0.2700000000E+02    0.1969175889E+00    0.5862267609E-01
    0.2900000000E+02    0.2061061186E+00    0.6156207783E-01
    0.3100000000E+02    0.2148333995E+00    0.6438040916E-01
    0.3300000000E+02    0.2231325752E+00    0.6708610302E-01
    0.3500000000E+02    0.2310336908E+00    0.6968680192E-01
    0.3700000000E+02    0.2385640478E+00    0.7218944947E-01
    0.3900000000E+02    0.2457485109E+00    0.7460036953E-01
    0.4100000000E+02    0.2526097739E+00    0.7692533467E-01
    0.4300000000E+02    0.2591685924E+00    0.7916962575E-01
    0.4500000000E+02    0.2654439865E+00    0.8133808391E-01
    0.4700000000E+02    0.2714534186E+00    0.8343515596E-01
    0.4900000000E+02    0.2772129500E+00    0.8546493437E-01
    0.1000000000E+02    0.9372784679E-01    0.2710087929E-01
    0.3000000000E+02    0.2105252666E+00    0.6298583054E-01
    0.5000000000E+02    0.2800036731E+00    0.8645577918E-01
    0.7000000000E+02    0.3257369546E+00    0.1035160768E+00
    0.9000000000E+02    0.3578909482E+00    0.1167716786E+00
    0.1100000000E+03    0.3815702909E+00    0.1275503145E+00
    0.1300000000E+03    0.3996178095E+00    0.1366067651E+00
    0.1500000000E+03    0.4137408138E+00    0.1444054431E+00
    0.1700000000E+03    0.4250255108E+00    0.1512498137E+00
    0.1900000000E+03    0.4341951742E+00    0.1573477776E+00
    0.2100000000E+03    0.4417495480E+00    0.1628473082E+00
    0.2300000000E+03    0.4480446624E+00    0.1678570926E+00
    0.2500000000E+03    0.4533407863E+00    0.1724590954E+00
    0.2700000000E+03    0.4578324189E+00    0.1767165297E+00
    0.2900000000E+03    0.4616677009E+00    0.1806790963E+00
    0.3100000000E+03    0.4649613520E+00    0.1843865322E+00
    0.3300000000E+03    0.4678035188E+00    0.1878710774E+00
