     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.4248486514E-03    0.1753106558E-02
    0.3000000000E+01    0.1266427614E-02    0.5225894132E-02
    0.5000000000E+01    0.2097353200E-02    0.8654818166E-02
    0.7000000000E+01    0.2917826187E-02    0.1204070472E-01
    0.9000000000E+01    0.3728042342E-02    0.1538435924E-01
    0.1100000000E+02    0.4528192574E-02    0.1868656719E-01
    0.1300000000E+02    0.5318463085E-02    0.2194809469E-01
    0.1500000000E+02    0.6099035514E-02    0.2516968907E-01
    0.1700000000E+02    0.6870087077E-02    0.2835207949E-01
    0.1900000000E+02    0.7631790699E-02    0.3149597744E-01
    0.2100000000E+02    0.8384315142E-02    0.3460207732E-01
    0.2300000000E+02    0.9127825133E-02    0.3767105691E-01
    0.2500000000E+02    0.9862481483E-02    0.4070357787E-01
    0.2700000000E+02    0.1058844120E-01    0.4370028625E-01
    0.2900000000E+02    0.1130585760E-01    0.4666181291E-01
    0.3100000000E+02    0.1201488043E-01    0.4958877399E-01
    0.3300000000E+02    0.1271565594E-01    0.5248177131E-01
    0.3500000000E+02    0.1340832701E-01    0.5534139281E-01
    0.3700000000E+02    0.1409303325E-01    0.5816821293E-01
    0.3900000000E+02    0.1476991108E-01    0.6096279301E-01
    0.4100000000E+02    0.1543909380E-01    0.6372568163E-01
    0.4300000000E+02    0.1610071173E-01    0.6645741503E-01
    0.4500000000E+02    0.1675489226E-01    0.6915851738E-01
    0.4700000000E+02    0.1740175992E-01    0.7182950120E-01
    0.4900000000E+02    0.1804143649E-01    0.7447086759E-01
    0.5100000000E+02    0.1867404107E-01    0.7708310663E-01
    0.5300000000E+02    0.1929969011E-01    0.7966669764E-01
    0.5500000000E+02    0.1991849757E-01    0.8222210946E-01
    0.5700000000E+02    0.2053057489E-01    0.8474980077E-01
    0.5900000000E+02    0.2113603112E-01    0.8725022036E-01
    0.6100000000E+02    0.2173497298E-01    0.8972380735E-01
    0.6300000000E+02    0.2232750489E-01    0.9217099152E-01
    0.6500000000E+02    0.2291372906E-01    0.9459219349E-01
    0.6700000000E+02    0.2349374554E-01    0.9698782501E-01
    0.6900000000E+02    0.2406765227E-01    0.9935828916E-01
    0.7100000000E+02    0.2463554515E-01    0.1017039806E+00
    0.7300000000E+02    0.2519751808E-01    0.1040252858E+00
    0.7500000000E+02    0.2575366301E-01    0.1063225832E+00
    0.7700000000E+02    0.2630407001E-01    0.1085962434E+00
    0.7900000000E+02    0.2684882728E-01    0.1108466296E+00
    0.8100000000E+02    0.2738802125E-01    0.1130740974E+00
    0.8300000000E+02    0.2792173659E-01    0.1152789952E+00
    0.8500000000E+02    0.2845005624E-01    0.1174616645E+00
    0.8700000000E+02    0.2897306150E-01    0.1196224399E+00
    0.8900000000E+02    0.2949083203E-01    0.1217616492E+00
    0.9100000000E+02    0.3000344592E-01    0.1238796139E+00
    0.9300000000E+02    0.3051097971E-01    0.1259766490E+00
    0.9500000000E+02    0.3101350842E-01    0.1280530632E+00
    0.9700000000E+02    0.3151110562E-01    0.1301091594E+00
    0.9900000000E+02    0.3200384343E-01    0.1321452345E+00
    0.1000000000E+02    0.4129363952E-02    0.1704059571E-01
    0.3000000000E+02    0.1166140899E-01    0.4812957621E-01
    0.5000000000E+02    0.1835861544E-01    0.7578059782E-01
    0.7000000000E+02    0.2435234453E-01    0.1005342071E+00
    0.9000000000E+02    0.2974777874E-01    0.1228232673E+00
    0.1100000000E+03    0.3463013301E-01    0.1429985015E+00
    0.1300000000E+03    0.3906917779E-01    0.1613470946E+00
    0.1500000000E+03    0.4312258590E-01    0.1781064585E+00
    0.1700000000E+03    0.4683844532E-01    0.1934745678E+00
    0.1900000000E+03    0.5025717069E-01    0.2076178222E+00
    0.2100000000E+03    0.5341297487E-01    0.2206771004E+00
