     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.4160708201E-02    0.7615536200E-03
    0.3000000000E+01    0.1230361621E-01    0.2252059803E-02
    0.5000000000E+01    0.2021690076E-01    0.3700628636E-02
    0.7000000000E+01    0.2791013744E-01    0.5109007663E-02
    0.9000000000E+01    0.3539237677E-01    0.6478848632E-02
    0.1100000000E+02    0.4267217967E-01    0.7811713976E-02
    0.1300000000E+02    0.4975765014E-01    0.9109082767E-02
    0.1500000000E+02    0.5665646533E-01    0.1037235620E-01
    0.1700000000E+02    0.6337590332E-01    0.1160286267E-01
    0.1900000000E+02    0.6992286863E-01    0.1280186240E-01
    0.2100000000E+02    0.7630391598E-01    0.1397055182E-01
    0.2300000000E+02    0.8252527210E-01    0.1511006749E-01
    0.2500000000E+02    0.8859285601E-01    0.1622148984E-01
    0.2700000000E+02    0.9451229782E-01    0.1730584659E-01
    0.2900000000E+02    0.1002889561E+00    0.1836411590E-01
    0.3100000000E+02    0.1059279341E+00    0.1939722935E-01
    0.3300000000E+02    0.1114340947E+00    0.2040607468E-01
    0.3500000000E+02    0.1168120745E+00    0.2139149830E-01
    0.3700000000E+02    0.1220662967E+00    0.2235430773E-01
    0.3900000000E+02    0.1272009835E+00    0.2329527376E-01
    0.4100000000E+02    0.1322201671E+00    0.2421513254E-01
    0.4300000000E+02    0.1371277003E+00    0.2511458748E-01
    0.4500000000E+02    0.1419272665E+00    0.2599431108E-01
    0.4700000000E+02    0.1466223889E+00    0.2685494660E-01
    0.4900000000E+02    0.1512164390E+00    0.2769710961E-01
    0.5100000000E+02    0.1557126448E+00    0.2852138950E-01
    0.5300000000E+02    0.1601140982E+00    0.2932835082E-01
    0.5500000000E+02    0.1644237624E+00    0.3011853463E-01
    0.5700000000E+02    0.1686444781E+00    0.3089245964E-01
    0.5900000000E+02    0.1727789701E+00    0.3165062340E-01
    0.6100000000E+02    0.1768298530E+00    0.3239350335E-01
    0.6300000000E+02    0.1807996367E+00    0.3312155785E-01
    0.6500000000E+02    0.1846907319E+00    0.3383522708E-01
    0.6700000000E+02    0.1885054544E+00    0.3453493397E-01
    0.6900000000E+02    0.1922460302E+00    0.3522108503E-01
    0.7100000000E+02    0.1959145994E+00    0.3589407112E-01
    0.7300000000E+02    0.1995132209E+00    0.3655426822E-01
    0.7500000000E+02    0.2030438755E+00    0.3720203812E-01
    0.7700000000E+02    0.2065084702E+00    0.3783772908E-01
    0.7900000000E+02    0.2099088411E+00    0.3846167647E-01
    0.8100000000E+02    0.2132467570E+00    0.3907420335E-01
    0.8300000000E+02    0.2165239222E+00    0.3967562103E-01
    0.8500000000E+02    0.2197419799E+00    0.4026622960E-01
    0.8700000000E+02    0.2229025142E+00    0.4084631843E-01
    0.8900000000E+02    0.2260070534E+00    0.4141616666E-01
    0.9100000000E+02    0.2290570717E+00    0.4197604363E-01
    0.9300000000E+02    0.2320539926E+00    0.4252620931E-01
    0.9500000000E+02    0.2349991900E+00    0.4306691470E-01
    0.9700000000E+02    0.2378939910E+00    0.4359840224E-01
    0.9900000000E+02    0.2407396778E+00    0.4412090613E-01
    0.1000000000E+02    0.3905706593E-01    0.7149808928E-02
    0.3000000000E+02    0.1031253457E+00    0.1888376063E-01
    0.5000000000E+02    0.1534765760E+00    0.2811144909E-01
    0.7000000000E+02    0.1940891851E+00    0.3555919986E-01
    0.9000000000E+02    0.2275387875E+00    0.4169733509E-01
    0.1100000000E+03    0.2555663838E+00    0.4684384076E-01
    0.1300000000E+03    0.2793910838E+00    0.5122143024E-01
    0.1500000000E+03    0.2998920241E+00    0.5499074364E-01
    0.1700000000E+03    0.3177191516E+00    0.5827056817E-01
    0.1900000000E+03    0.3333633382E+00    0.6115063722E-01
    0.2100000000E+03    0.3472022401E+00    0.6370000281E-01
    0.2300000000E+03    0.3595311578E+00    0.6597267042E-01
    0.2500000000E+03    0.3705843234E+00    0.6801148644E-01
