     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.4203438964E-02    0.7880732233E-02    0.3407999358E-02
    0.3000000000E+01    0.1227529293E-01    0.2275280972E-01    0.9937729568E-02
    0.5000000000E+01    0.1993646049E-01    0.3653938901E-01    0.1611406766E-01
    0.7000000000E+01    0.2722528302E-01    0.4934730418E-01    0.2196748550E-01
    0.9000000000E+01    0.3417531952E-01    0.6127002957E-01    0.2752498417E-01
    0.1100000000E+02    0.4081607437E-01    0.7238969184E-01    0.3281057773E-01
    0.1300000000E+02    0.4717359605E-01    0.8277873013E-01    0.3784569799E-01
    0.1500000000E+02    0.5327097252E-01    0.9250127412E-01    0.4264953505E-01
    0.1700000000E+02    0.5912874363E-01    0.1016142942E+00    0.4723932509E-01
    0.1900000000E+02    0.6476524633E-01    0.1101685662E+00    0.5163059484E-01
    0.2100000000E+02    0.7019690498E-01    0.1182094854E+00    0.5583737005E-01
    0.2300000000E+02    0.7543847694E-01    0.1257777551E+00    0.5987235415E-01
    0.2500000000E+02    0.8050326100E-01    0.1329099732E+00    0.6374708179E-01
    0.2700000000E+02    0.8540327530E-01    0.1396391331E+00    0.6747205143E-01
    0.2900000000E+02    0.9014940968E-01    0.1459950531E+00    0.7105684026E-01
    0.3100000000E+02    0.9475155666E-01    0.1520047462E+00    0.7451020399E-01
    0.3300000000E+02    0.9921872461E-01    0.1576927397E+00    0.7784016394E-01
    0.3500000000E+02    0.1035591357E+00    0.1630813525E+00    0.8105408326E-01
    0.3700000000E+02    0.1077803110E+00    0.1681909354E+00    0.8415873376E-01
    0.3900000000E+02    0.1118891449E+00    0.1730400822E+00    0.8716035472E-01
    0.4100000000E+02    0.1158919700E+00    0.1776458127E+00    0.9006470481E-01
    0.4300000000E+02    0.1197946140E+00    0.1820237350E+00    0.9287710801E-01
    0.4500000000E+02    0.1236024503E+00    0.1861881869E+00    0.9560249432E-01
    0.4700000000E+02    0.1273204416E+00    0.1901523616E+00    0.9824543601E-01
    0.4900000000E+02    0.1309531796E+00    0.1939284185E+00    0.1008101798E+00
    0.1000000000E+02    0.3753265438E-01    0.6692550648E-01    0.3020037335E-01
    0.3000000000E+02    0.9246789906E-01    0.1490415902E+00    0.7279943266E-01
    0.5000000000E+02    0.1327389207E+00    0.1957494443E+00    0.1020644728E+00
    0.7000000000E+02    0.1648622334E+00    0.2246056057E+00    0.1238714457E+00
    0.9000000000E+02    0.1918300602E+00    0.2433549649E+00    0.1410308170E+00
    0.1100000000E+03    0.2152309520E+00    0.2559136021E+00    0.1550676235E+00
    0.1300000000E+03    0.2359985631E+00    0.2644594520E+00    0.1668868471E+00
    0.1500000000E+03    0.2547249332E+00    0.2702920598E+00    0.1770627095E+00
    0.1700000000E+03    0.2718084145E+00    0.2742299149E+00    0.1859790385E+00
    0.1900000000E+03    0.2875301755E+00    0.2768110301E+00    0.1939033186E+00
    0.2100000000E+03    0.3020966860E+00    0.2784014711E+00    0.2010284298E+00
    0.2300000000E+03    0.3156647005E+00    0.2792574655E+00    0.2074974727E+00
    0.2500000000E+03    0.3283566583E+00    0.2795626311E+00    0.2134192052E+00
    0.2700000000E+03    0.3402705589E+00    0.2794511749E+00    0.2188780106E+00
    0.2900000000E+03    0.3514865126E+00    0.2790228376E+00    0.2239405432E+00
    0.3100000000E+03    0.3620712128E+00    0.2783527993E+00    0.2286602840E+00
    0.3300000000E+03    0.3720810703E+00    0.2774984110E+00    0.2330807413E+00
    0.3500000000E+03    0.3815644582E+00    0.2765038692E+00    0.2372377467E+00
    0.3700000000E+03    0.3905633553E+00    0.2754035269E+00    0.2411611349E+00
