     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1058966248E-02    0.4669301493E-02    0.2002755743E-01
    0.3000000000E+01    0.3138300345E-02    0.1318036195E-01    0.5619053632E-01
    0.5000000000E+01    0.5168170175E-02    0.2075720222E-01    0.8797138595E-01
    0.7000000000E+01    0.7150842507E-02    0.2756049029E-01    0.1161391983E+00
    0.9000000000E+01    0.9088442363E-02    0.3371481082E-01    0.1412920095E+00
    0.1100000000E+02    0.1098296407E-01    0.3931831788E-01    0.1639019364E+00
    0.1300000000E+02    0.1283628127E-01    0.4444944856E-01    0.1843467285E+00
    0.1500000000E+02    0.1465015608E-01    0.4917168928E-01    0.2029322786E+00
    0.1700000000E+02    0.1642624733E-01    0.5353702215E-01    0.2199089772E+00
    0.1900000000E+02    0.1816611814E-01    0.5758845858E-01    0.2354837908E+00
    0.2100000000E+02    0.1987124285E-01    0.6136192973E-01    0.2498293139E+00
    0.2300000000E+02    0.2154301329E-01    0.6488771648E-01    0.2630906442E+00
    0.2500000000E+02    0.2318274458E-01    0.6819154455E-01    0.2753906686E+00
    0.2700000000E+02    0.2479168040E-01    0.7129543287E-01    0.2868341737E+00
    0.2900000000E+02    0.2637099790E-01    0.7421835765E-01    0.2975110740E+00
    0.3100000000E+02    0.2792181208E-01    0.7697677738E-01    0.3074989715E+00
    0.3300000000E+02    0.2944517997E-01    0.7958505157E-01    0.3168652038E+00
    0.3500000000E+02    0.3094210440E-01    0.8205577760E-01    0.3256684951E+00
    0.3700000000E+02    0.3241353744E-01    0.8440006383E-01    0.3339602985E+00
    0.3900000000E+02    0.3386038369E-01    0.8662775260E-01    0.3417858931E+00
    0.4100000000E+02    0.3528350320E-01    0.8874760374E-01    0.3491852891E+00
    0.4300000000E+02    0.3668371426E-01    0.9076744636E-01    0.3561939768E+00
    0.4500000000E+02    0.3806179593E-01    0.9269430532E-01    0.3628435512E+00
    0.4700000000E+02    0.3941849041E-01    0.9453450716E-01    0.3691622362E+00
    0.4900000000E+02    0.4075450524E-01    0.9629376933E-01    0.3751753249E+00
    0.1000000000E+02    0.1004096816E-01    0.3658011513E-01    0.1528893119E+00
    0.3000000000E+02    0.2714990052E-01    0.7561718828E-01    0.3025867200E+00
    0.5000000000E+02    0.4141496992E-01    0.9714468701E-01    0.3780744665E+00
    0.7000000000E+02    0.5368719323E-01    0.1109502172E+00    0.4244768606E+00
    0.9000000000E+02    0.6449709298E-01    0.1204609984E+00    0.4563040918E+00
    0.1100000000E+03    0.7419426085E-01    0.1272778971E+00    0.4797088491E+00
    0.1300000000E+03    0.8301946035E-01    0.1322777838E+00    0.4977687445E+00
    0.1500000000E+03    0.9114457978E-01    0.1359909488E+00    0.5122040374E+00
    0.1700000000E+03    0.9869605906E-01    0.1387603291E+00    0.5240564966E+00
    0.1900000000E+03    0.1057692830E+00    0.1408187244E+00    0.5339964542E+00
    0.2100000000E+03    0.1124377782E+00    0.1423301101E+00    0.5424762459E+00
